"State","County","Smokers","Obesity","Physically_Inactive","Excessive_Drinking","Chlamydia","Primary_Care_Physicians","Medicare_Enrollees"
"NC","Wilson",22,38,31,13,0.519,37,11065
"NC","Yadkin",20,32,26,15,0.265,12,3180
"NC","Yancey",19,27,25,14,0.085,14,3112
"ND","Adams",15,33,32,20,NA,10,557
"ND","Barnes",16,33,25,21,0.127,9,2267
"ND","Benson",32,35,32,19,1.331,1,771
"ND","Billings",16,30,32,23,NA,0,NA
"ND","Bottineau",17,30,28,21,0.243,2,1549
"ND","Bowman",15,30,30,23,0.125,3,662
"ND","Burke",19,30,31,22,NA,NA,413
"ND","Burleigh",15,29,21,23,0.43,100,11564
"ND","Cass",16,27,21,26,0.454,185,15216
"ND","Cavalier",15,31,30,21,0.177,2,886
"ND","Dickey",16,33,26,21,NA,3,1031
"ND","Divide",16,29,36,22,0.18,NA,435
"ND","Dunn",20,30,36,23,0.252,NA,443
"ND","Eddy",19,32,29,19,NA,NA,536
"ND","Emmons",16,31,37,18,NA,2,958
"ND","Foster",16,29,34,21,NA,3,738
"ND","Golden Valley",18,29,33,20,0.222,0,330
"ND","Grand Forks",19,29,22,25,0.428,89,6813
"ND","Grant",17,32,32,19,NA,NA,558
"ND","Griggs",14,30,30,21,NA,1,578
"ND","Hettinger",17,31,30,21,0.588,NA,620
"ND","Kidder",17,29,29,20,NA,NA,447
"ND","LaMoure",16,33,29,20,NA,1,923
"ND","Logan",16,34,29,19,0.26,1,832
"ND","McHenry",17,29,29,23,0.121,NA,1116
"ND","McIntosh",15,32,32,18,0.145,1,442
"ND","McKenzie",21,34,32,25,0.401,2,744
"ND","McLean",17,33,29,20,0.14,2,1650
"ND","Mercer",18,31,26,23,0.059,5,1329
"ND","Morton",19,32,26,22,0.423,13,4134
"ND","Mountrail",22,34,34,27,0.779,3,971
"ND","Nelson",16,30,28,20,0.325,1,944
"ND","Oliver",16,31,28,21,NA,0,NA
"ND","Pembina",16,32,29,20,0.096,2,1563
"ND","Pierce",17,33,28,20,0.112,3,866
"ND","Ramsey",19,31,24,22,0.459,12,1944
"ND","Ransom",18,32,30,20,NA,3,1023
"ND","Renville",16,30,31,22,0.274,NA,263
"ND","Richland",17,33,26,25,0.24,11,2421
"ND","Rolette",38,41,34,20,1.203,5,1348
"ND","Sargent",15,32,33,22,0.103,NA,720
"ND","Sheridan",16,32,33,19,NA,0,389
"ND","Sioux",40,39,31,20,1.564,NA,270
"ND","Slope",16,28,29,20,NA,0,NA
"ND","Stark",17,29,26,23,0.347,19,3627
"ND","Steele",15,31,29,21,NA,0,577
"ND","Stutsman",17,30,29,22,0.22,16,3445
"ND","Towner",16,31,29,20,0.259,NA,488
"ND","Traill",17,36,26,22,0.173,2,1164
"ND","Walsh",15,30,32,20,0.118,5,2000
"ND","Ward",21,30,27,25,0.62,39,7499
"ND","Wells",16,32,33,19,0.094,1,1028
"ND","Williams",21,35,30,24,0.656,16,2663
"OH","Adams",23,28,30,16,0.18,11,3193
"OH","Allen",21,34,32,16,0.468,82,12347
"OH","Ashland",20,30,29,18,0.189,29,4973
"OH","Ashtabula",22,31,26,16,0.272,39,11475
"OH","Athens",23,29,26,19,0.519,58,4528
"OH","Auglaize",20,34,29,18,0.247,22,5142
"OH","Belmont",21,33,33,18,0.274,32,6499
"OH","Brown",21,37,35,17,0.207,13,3381
"OH","Butler",20,30,25,18,0.304,191,24958
"OH","Carroll",20,35,27,16,0.21,7,2406
"OH","Champaign",20,37,29,18,0.202,11,3214
"OH","Clark",20,30,28,16,0.41,63,11084
"OH","Clermont",19,29,26,19,0.247,144,14807
"OH","Clinton",20,35,34,18,0.246,32,4035
"OH","Columbiana",21,32,31,16,0.235,57,11647
"OH","Coshocton",21,34,28,16,0.272,14,4091
"OH","Crawford",18,32,31,15,0.273,12,5796
"OH","Cuyahoga",18,29,26,18,0.792,1437,123727
"OH","Darke",19,31,34,17,0.278,25,6532
"OH","Defiance",19,32,30,17,0.346,25,4526
"OH","Delaware",14,27,20,19,0.184,241,10875
"OH","Erie",20,31,25,17,0.427,57,11112
"OH","Fairfield",18,31,27,18,0.254,93,9330
"OH","Fayette",21,32,31,17,0.19,11,2140
"OH","Franklin",19,29,23,20,0.655,1223,63803
"OH","Fulton",18,33,27,17,0.273,19,4907
"OH","Gallia",23,31,32,17,0.254,34,3482
"OH","Geauga",16,28,27,18,0.122,62,9588
"OH","Greene",18,29,27,19,0.3,150,15061
"OH","Guernsey",21,36,34,18,0.296,19,4174
"OH","Hamilton",20,29,23,19,0.821,842,64146
"OH","Hancock",19,30,23,17,0.333,40,7195
"OH","Hardin",21,34,32,18,0.193,8,3654
"OH","Harrison",20,29,29,16,0.21,4,1849
"OH","Henry",19,30,26,17,0.292,11,3270
"OH","Highland",22,34,29,16,0.24,16,4197
"OH","Hocking",21,34,29,18,0.232,13,2827
"OH","Holmes",20,28,27,18,0.079,14,2212
"OH","Huron",18,34,33,18,0.265,24,6524
"OH","Jackson",22,37,36,16,0.179,16,3680
"OH","Jefferson",21,34,29,17,0.32,29,8083
"OH","Knox",20,34,23,17,0.175,24,6335
"OH","Lake",18,26,25,20,0.292,107,25229
"OH","Lawrence",21,39,37,15,0.175,33,7586
"OH","Licking",18,29,29,18,0.341,71,12499
"OH","Logan",20,31,28,17,0.341,25,4901
"OH","Lorain",18,30,23,17,0.346,179,29653
"OH","Lucas",20,32,27,19,0.629,395,33240
"OH","Madison",19,29,29,19,0.228,25,3041
"OH","Mahoning",20,31,29,17,0.416,225,20529
"OH","Marion",22,34,33,17,0.5,26,6222
"OH","Medina",16,29,24,20,0.157,111,15441
"OH","Meigs",23,35,33,16,0.161,4,2624
"OH","Mercer",16,29,29,19,0.174,20,4511
"OH","Miami",19,32,27,18,0.28,52,9908
"OH","Monroe",18,36,36,15,0.137,2,1365
"OH","Montgomery",21,31,26,15,0.568,486,41125
"OH","Morgan",21,33,28,16,0.148,1,2034
"OH","Morrow",20,37,30,17,0.197,6,2342
"OH","Muskingum",22,33,35,18,0.282,59,9216
"OH","Noble",20,33,35,16,0.123,3,1552
"OH","Ottawa",17,31,30,16,0.196,24,5532
"OH","Paulding",19,30,26,17,0.207,6,2017
"OH","Perry",21,36,31,18,0.205,9,3119
"OH","Pickaway",19,36,31,19,0.243,26,3972
"OH","Pike",24,31,26,16,0.239,9,2765
"OH","Portage",20,29,24,19,0.221,68,12727
"OH","Preble",19,32,28,17,0.15,9,3984
"OH","Putnam",17,33,27,20,0.132,17,3990
"OH","Richland",20,33,29,17,0.393,64,15484
"OH","Ross",22,36,31,16,0.214,50,6164
"OH","Sandusky",20,32,33,17,0.288,34,7584
"OH","Scioto",25,36,30,17,0.278,45,8762
"OH","Seneca",19,35,27,18,0.253,22,7490
"OH","Shelby",19,32,26,19,0.285,20,4372
"OH","Stark",19,31,26,18,0.382,295,29637
"OH","Summit",20,29,24,16,0.441,541,41899
"OH","Trumbull",20,33,29,16,0.358,98,18153
"OH","Tuscarawas",18,35,33,17,0.272,40,8400
"OH","Union",18,32,27,19,0.349,26,2543
"OH","Van Wert",19,37,33,17,0.195,11,2849
"OH","Vinton",23,31,30,16,0.34,1,1245
"OH","Warren",16,29,24,19,0.161,202,13640
"OH","Washington",21,33,34,17,0.174,47,8573
"OH","Wayne",19,27,26,18,0.178,62,9800
"OH","Williams",20,34,30,17,0.221,19,4327
"OH","Wood",18,31,23,19,0.328,90,9589
"OH","Wyandot",17,35,30,17,0.15,6,2685
"OK","Adair",29,38,38,11,0.467,8,2720
"OK","Alfalfa",19,35,40,13,0.212,1,974
"OK","Atoka",23,36,30,12,0.478,3,1895
"OK","Beaver",16,36,31,13,NA,1,796
"OK","Beckham",20,34,31,14,0.602,16,2671
"OK","Blaine",18,38,36,12,0.409,3,1703
"OK","Bryan",23,35,32,13,0.652,16,6094
"OK","Caddo",23,36,37,13,0.384,7,4687
"OK","Canadian",18,34,29,13,0.284,55,10303
"OK","Carter",22,32,32,12,0.37,30,6643
"OK","Cherokee",26,35,28,12,0.602,28,5352
"OK","Choctaw",24,34,35,11,0.599,6,2536
"OK","Cimarron",18,31,35,11,NA,1,460
"OK","Cleveland",19,30,25,16,0.36,136,22457
"OK","Coal",23,36,36,12,0.604,1,887
"OK","Comanche",22,35,30,13,0.814,97,11932
"OK","Cotton",20,36,36,13,0.422,1,940
"OK","Craig",23,30,32,12,0.441,7,2654
"OK","Creek",22,36,35,12,0.362,20,7192
"OK","Custer",19,30,30,14,0.606,15,3249
"OK","Delaware",24,33,33,11,0.338,21,7313
"OK","Dewey",19,34,36,13,0.209,1,877
"OK","Ellis",19,32,37,12,NA,5,702
"OK","Garfield",19,36,33,14,0.52,32,8657
"OK","Garvin",21,36,35,12,0.315,11,4487
"OK","Grady",20,33,29,14,0.326,22,7381
"OK","Grant",16,37,41,13,0.332,NA,834
"OK","Greer",20,32,33,15,0.362,1,1007
"OK","Harmon",20,37,36,11,0.241,1,452
"OK","Harper",18,35,36,12,0.19,1,685
"OK","Haskell",22,36,38,12,0.332,6,2023
"OK","Hughes",24,36,35,12,0.318,4,1920
"OK","Jackson",19,31,34,13,0.686,14,3218
"OK","Jefferson",21,35,34,12,0.204,2,1169
"OK","Johnston",23,39,36,12,0.536,3,1724
"OK","Kay",22,29,30,12,0.347,17,7417
"OK","Kingfisher",17,29,29,15,0.24,7,1560
"OK","Kiowa",23,30,33,11,0.505,5,1653
"OK","Latimer",22,36,34,13,0.436,3,1408
"OK","Le Flore",24,39,33,11,0.399,20,6801
"OK","Lincoln",20,37,39,13,0.263,10,4138
"OK","Logan",18,32,30,14,0.504,3,4676
"OK","Love",18,35,33,13,0.23,3,1478
"OK","McClain",17,30,28,14,0.286,16,3022
"OK","McCurtain",23,34,37,12,0.696,16,4781
"OK","McIntosh",22,36,38,11,0.471,7,4033
"OK","Major",17,32,32,13,0.182,3,1305
"OK","Marshall",20,34,38,12,0.351,7,2668
"OK","Mayes",23,35,35,12,0.411,14,5375
"OK","Murray",21,38,33,12,0.315,7,2020
"OK","Muskogee",23,35,31,12,0.652,36,10523
"OK","Noble",19,34,32,13,0.338,4,1505
"OK","Nowata",22,35,30,12,0.141,2,1681
"OK","Okfuskee",26,32,28,12,0.477,2,1711
"OK","Oklahoma",18,30,29,14,0.58,657,71147
"OK","Okmulgee",23,37,35,12,0.616,13,5205
"OK","Osage",21,37,31,12,0.313,10,5024
"OK","Ottawa",23,33,34,12,0.434,16,4763
"OK","Pawnee",20,34,36,13,0.352,3,2603
"OK","Payne",22,30,26,14,0.588,50,8260
"OK","Pittsburg",22,33,36,13,0.391,27,6818
"OK","Pontotoc",22,36,34,13,0.545,28,5300
"OK","Pottawatomie",21,36,30,13,0.53,31,8335
"OK","Pushmataha",22,31,33,11,0.518,3,1863
"OK","Roger Mills",18,31,37,13,0.132,1,561
"OK","Rogers",18,32,30,13,0.296,40,7562
"OK","Seminole",26,36,39,11,0.57,10,3781
"OK","Sequoyah",24,37,34,12,0.302,13,5387
"OK","Stephens",20,33,35,13,0.299,27,6735
"OK","Texas",18,31,29,14,0.279,9,2019
"OK","Tillman",21,34,36,11,0.601,2,1384
"OK","Tulsa",18,30,29,14,0.553,691,53755
"OK","Wagoner",18,34,31,14,0.263,28,6377
"OK","Washington",18,29,29,12,0.281,28,8634
"OK","Washita",19,41,34,14,0.232,3,1674
"OK","Woods",19,32,37,15,0.702,8,1358
"OK","Woodward",19,39,29,15,0.321,8,2613
"OR","Baker",16,26,23,19,0.163,13,3574
"OR","Benton",15,20,13,23,0.399,110,5488
"OR","Clackamas",13,26,15,21,0.227,335,22496
"OR","Clatsop",17,29,17,21,0.244,28,4959
"OR","Columbia",16,32,19,20,0.243,17,3768
"OR","Coos",17,28,20,18,0.272,54,12648
"OR","Crook",17,27,19,17,0.217,9,3673
"OR","Curry",15,29,19,18,0.162,15,5875
"OR","Deschutes",15,23,15,21,0.322,172,19581
"OR","Douglas",18,31,19,19,0.271,65,16774
"OR","Gilliam",13,27,19,19,NA,0,379
"OR","Grant",15,26,19,18,0.26,8,1368
"OR","Harney",17,30,20,18,0.347,4,1385
"OR","Hood River",15,25,17,21,0.213,48,2245
"OR","Jackson",18,25,19,21,0.357,188,25796
"OR","Jefferson",18,31,19,19,0.405,9,3166
"OR","Josephine",17,26,20,18,0.309,70,11823
"OR","Klamath",18,29,20,19,0.401,56,9210
"OR","Lake",17,32,19,19,0.206,4,1471
"OR","Lane",15,27,16,22,0.384,302,28653
"OR","Lincoln",17,28,18,18,0.219,27,8479
"OR","Linn",17,32,20,20,0.296,79,9753
"OR","Malheur",19,29,20,19,0.402,14,4115
"OR","Marion",15,33,16,18,0.421,240,17996
"OR","Morrow",16,27,20,19,0.213,4,1298
"OR","Multnomah",17,21,13,24,0.518,1057,33897
"OR","Polk",16,34,18,20,0.355,43,4958
"OR","Sherman",15,28,21,19,0.289,0,NA
"OR","Tillamook",16,27,19,19,0.202,21,4193
"OR","Umatilla",17,32,21,20,0.378,39,8935
"OR","Union",17,27,19,20,0.283,24,4196
"OR","Wallowa",14,25,20,18,0.117,10,1711
"OR","Wasco",16,27,18,19,0.404,22,3495
"OR","Washington",12,24,14,21,0.332,500,25794
"OR","Wheeler",14,27,21,17,NA,0,NA
"OR","Yamhill",16,30,18,21,0.342,75,6909
"PA","Adams",17,32,24,17,0.182,57,11051
"PA","Allegheny",19,26,23,21,0.496,1337,69065
"PA","Armstrong",20,33,29,18,0.213,33,4503
"PA","Beaver",19,30,28,16,0.34,70,9815
"PA","Bedford",21,35,28,17,0.126,16,4264
"PA","Berks",20,31,25,16,0.348,275,40425
"PA","Blair",20,34,29,17,0.313,106,10714
"PA","Bradford",19,33,25,17,0.188,51,8286
"PA","Bucks",16,26,22,20,0.18,559,64067
"PA","Butler",18,29,22,18,0.162,109,12754
"PA","Cambria",20,29,26,17,0.23,118,9813
"PA","Cameron",19,28,27,16,0.162,2,795
"PA","Carbon",20,36,26,17,0.129,31,9491
"PA","Centre",18,25,19,20,0.272,122,9440
"PA","Chester",14,24,17,19,0.189,447,55413
"PA","Clarion",20,33,26,18,0.224,19,4066
"PA","Clearfield",21,33,27,17,0.155,54,8311
"PA","Clinton",21,32,25,18,0.18,22,3491
"PA","Columbia",21,35,25,18,0.275,39,6544
"PA","Crawford",20,34,29,17,0.243,56,10962
"PA","Cumberland",17,26,18,18,0.232,234,24471
"PA","Dauphin",19,31,24,17,0.557,269,19642
"PA","Delaware",19,25,21,19,0.516,608,57972
"PA","Elk",18,28,27,18,0.101,13,5085
"PA","Erie",22,31,26,19,0.358,221,21969
"PA","Fayette",23,36,34,16,0.223,58,9997
"PA","Forest",22,33,23,18,0.117,NA,860
"PA","Franklin",19,30,27,16,0.208,99,19135
"PA","Fulton",19,33,27,18,0.081,4,2125
"PA","Greene",21,33,31,18,0.181,19,3349
"PA","Huntingdon",20,30,27,17,0.207,19,4540
"PA","Indiana",20,36,28,18,0.295,46,5871
"PA","Jefferson",22,29,30,17,0.183,21,5529
"PA","Juniata",19,33,26,17,0.112,9,1905
"PA","Lackawanna",20,30,25,17,0.171,162,25851
"PA","Lancaster",17,29,21,17,0.193,395,52978
"PA","Lawrence",19,33,25,17,0.3,44,6717
"PA","Lebanon",18,31,22,17,0.283,88,15013
"PA","Lehigh",18,29,22,17,0.39,334,36971
"PA","Luzerne",18,29,30,17,0.274,255,42500
"PA","Lycoming",20,30,25,18,0.366,84,13491
"PA","McKean",21,31,26,18,0.334,21,5789
"PA","Mercer",22,33,27,16,0.367,85,11176
"PA","Mifflin",21,32,27,16,0.269,23,5130
"PA","Monroe",19,27,25,17,0.253,76,18190
"PA","Montgomery",16,24,19,19,0.237,1198,86938
"PA","Montour",17,32,24,18,0.196,87,1616
"PA","Northampton",17,28,26,18,0.261,242,35552
"PA","Northumberland",21,34,28,17,0.212,39,10971
"PA","Perry",18,33,29,18,0.16,14,3830
"PA","Philadelphia",23,29,26,19,1.265,1089,95254
"PA","Pike",17,29,22,18,0.081,19,9516
"PA","Potter",20,32,30,16,0.176,9,2548
"PA","Schuylkill",20,35,29,17,0.143,86,18514
"PA","Snyder",19,33,25,18,0.176,18,3449
"PA","Somerset",19,35,29,17,0.123,34,5854
"PA","Sullivan",18,32,32,16,0.557,NA,1085
"PA","Susquehanna",18,32,24,17,0.122,15,6202
"PA","Tioga",20,31,27,17,0.214,19,5936
"PA","Union",18,29,26,18,0.129,39,3840
"PA","Venango",20,34,26,17,0.192,36,5997
"PA","Warren",18,33,22,17,0.177,23,6180
"PA","Washington",19,29,27,19,0.239,154,13628
"PA","Wayne",20,33,24,17,0.071,25,8688
"PA","Westmoreland",19,28,25,17,0.188,290,23383
"PA","Wyoming",19,33,26,18,0.124,16,2986
"PA","York",18,32,23,17,0.323,318,45776
"RI","Bristol",13,21,22,23,0.197,91,5004
"RI","Kent",15,28,23,19,0.187,127,15440
"RI","Newport",14,22,19,23,0.226,72,11230
"RI","Providence",16,28,26,19,0.541,593,46189
"RI","Washington",13,24,20,23,0.252,119,14451
"SC","Abbeville",21,34,30,14,0.522,13,2562
"SC","Aiken",19,32,26,15,0.351,60,20003
"SC","Allendale",25,40,34,12,0.831,5,923
"SC","Anderson",18,33,30,15,0.527,131,19431
"SC","Bamberg",21,41,34,13,0.698,5,1705
"SC","Barnwell",22,38,31,13,0.59,7,2515
"SC","Beaufort",15,23,16,19,0.468,108,31274
"SC","Berkeley",21,37,25,16,0.398,67,13470
"SC","Calhoun",20,36,30,14,0.449,3,2129
"SC","Charleston",18,25,21,22,0.685,478,42627
"SC","Cherokee",22,35,34,15,0.681,25,5383
"SC","Chester",20,39,30,13,0.777,10,4312
"SC","Chesterfield",25,34,30,14,0.495,14,5338
"SC","Clarendon",21,40,28,12,0.597,11,4751
"SC","Colleton",22,40,31,13,0.695,21,4283
"SC","Darlington",23,36,32,13,0.781,38,8199
"SC","Dillon",25,39,36,12,0.868,17,3269
"SC","Dorchester",19,31,22,18,0.419,59,15525
"SC","Edgefield",20,32,27,14,0.323,8,3446
"SC","Fairfield",22,40,29,12,0.578,10,2594
"SC","Florence",21,37,27,13,0.742,130,17965
"SC","Georgetown",18,34,27,13,0.505,35,15454
"SC","Greenville",17,29,23,16,0.391,461,51111
"SC","Greenwood",18,33,25,14,0.791,73,8620
"SC","Hampton",21,41,33,14,0.815,8,2217
"SC","Horry",20,29,23,17,0.453,178,41434
"SC","Jasper",22,39,27,14,0.495,7,1828
"SC","Kershaw",20,31,29,15,0.369,37,9507
"SC","Lancaster",20,33,24,15,0.321,40,10963
"SC","Laurens",21,38,33,14,0.489,38,7109
"SC","Lee",24,44,31,13,0.665,2,1881
"SC","Lexington",19,32,26,18,0.363,164,29036
"SC","McCormick",19,34,32,13,0.392,4,1988
"SC","Marion",25,39,31,12,0.893,12,3985
"SC","Marlboro",25,37,33,13,0.796,8,3296
"SC","Newberry",19,33,26,14,0.599,25,5177
"SC","Oconee",20,29,24,15,0.359,43,12224
"SC","Orangeburg",20,41,28,13,0.961,45,10304
"SC","Pickens",19,31,23,17,0.311,83,13620
"SC","Richland",16,32,22,19,0.734,333,33726
"SC","Saluda",19,36,28,14,0.573,2,1294
"SC","Spartanburg",21,29,27,14,0.512,195,26399
"SC","Sumter",19,35,30,14,0.858,54,11992
"SC","Union",21,37,34,15,0.506,15,3264
"SC","Williamsburg",22,43,34,12,0.565,3,4793
"SC","York",18,29,22,17,0.449,107,23659
"SD","Aurora",14,31,31,18,NA,NA,487
"SD","Beadle",17,32,26,17,0.394,12,2743
"SD","Bennett",29,37,27,15,1.019,1,372
"SD","Bon Homme",17,33,27,20,0.128,5,1477
"SD","Brookings",14,28,20,23,0.294,17,3067
"SD","Brown",15,30,23,18,0.284,28,5779
"SD","Brule",17,35,24,18,0.189,9,823
"SD","Buffalo",37,42,31,17,1.98,1,NA
"SD","Butte",17,27,24,17,0.215,3,1403
"SD","Campbell",15,33,30,16,NA,0,NA
"SD","Charles Mix",21,35,26,16,0.868,8,1542
"SD","Clark",15,34,27,18,0.139,NA,661
"SD","Clay",20,29,22,21,0.41,9,1204
"SD","Codington",17,30,23,19,0.326,28,4008
"SD","Corson",35,39,29,17,2.085,NA,371
"SD","Custer",13,29,23,16,0.42,6,1663
"SD","Davison",16,35,24,18,0.354,18,3215
"SD","Day",19,32,26,16,0.249,2,1197
"SD","Deuel",14,33,30,18,NA,1,1033
"SD","Dewey",32,40,31,16,2.257,2,616
"SD","Douglas",15,29,26,17,NA,2,694
"SD","Edmunds",14,30,26,17,NA,2,699
"SD","Fall River",16,31,25,16,0.158,6,1732
"SD","Faulk",16,30,31,16,NA,1,429
"SD","Grant",15,32,30,18,0.11,6,1557
"SD","Gregory",17,33,30,15,0.094,3,959
"SD","Haakon",16,34,28,16,NA,1,409
"SD","Hamlin",15,32,24,18,0.101,1,643
"SD","Hand",14,30,29,17,0.118,3,727
"SD","Hanson",17,28,26,19,NA,NA,1215
"SD","Harding",16,31,28,19,NA,0,NA
"SD","Hughes",15,29,22,20,0.453,10,2417
"SD","Hutchinson",14,32,31,16,0.083,8,1637
"SD","Hyde",14,31,29,18,NA,0,283
"SD","Jackson",25,34,30,17,0.752,NA,358
"SD","Jerauld",14,29,28,16,NA,2,462
"SD","Jones",15,30,28,17,0.395,0,NA
"SD","Kingsbury",14,34,29,19,0.096,2,1169
"SD","Lake",15,29,25,18,0.246,7,2346
"SD","Lawrence",15,25,23,18,0.332,23,3582
"SD","Lincoln",15,28,22,20,0.209,77,4271
"SD","Lyman",22,33,24,18,0.501,1,544
"SD","McCook",14,28,28,18,0.089,1,923
"SD","McPherson",15,30,28,15,NA,2,693
"SD","Marshall",16,31,27,18,0.128,2,849
"SD","Meade",18,28,25,20,0.418,16,4523
"SD","Mellette",28,32,30,15,0.381,NA,218
"SD","Miner",15,31,27,17,NA,NA,523
"SD","Minnehaha",17,28,23,19,0.532,164,21270
"SD","Moody",18,34,26,18,0.295,3,811
"SD","Pennington",18,28,21,18,0.576,91,13019
"SD","Perkins",15,34,33,17,NA,NA,640
"SD","Potter",14,30,32,16,0.254,NA,459
"SD","Roberts",21,34,25,17,1.242,5,1535
"SD","Sanborn",15,30,28,18,0.344,NA,449
"SD","Shannon",41,45,24,16,2.653,5,848
"SD","Spink",15,31,25,17,0.061,3,1232
"SD","Stanley",15,33,27,20,0.539,1,NA
"SD","Sully",13,32,29,20,0.28,0,NA
"SD","Todd",38,38,29,17,1.951,2,622
"SD","Tripp",18,30,26,17,0.31,5,1187
"SD","Turner",14,33,34,18,0.048,2,1462
"SD","Union",14,31,25,21,0.162,11,2175
"SD","Walworth",15,29,30,17,0.513,5,1349
"SD","Yankton",15,29,21,19,0.27,22,3493
"SD","Ziebach",36,43,28,16,0.802,NA,NA
"TN","Anderson",23,33,34,12,0.267,51,8830
"TN","Bedford",25,34,40,12,0.371,17,4828
"TN","Benton",24,34,40,11,0.287,3,3051
"TN","Bledsoe",25,32,39,12,0.422,NA,1323
"TN","Blount",21,34,35,12,0.27,85,13288
"TN","Bradley",23,34,37,12,0.425,60,10379
"TN","Campbell",26,32,34,11,0.176,19,3786
"TN","Cannon",24,32,36,12,0.268,4,1442
"TN","Carroll",23,30,38,11,0.384,14,4969
"TN","Carter",24,30,34,11,0.19,22,4752
"TN","Cheatham",22,33,35,13,0.242,17,2724
"TN","Chester",22,32,29,12,0.314,4,1850
"TN","Claiborne",24,34,35,12,0.192,14,3237
"TN","Clay",24,33,35,10,0.306,2,933
"TN","Cocke",27,34,40,11,0.281,20,3697
"TN","Coffee",22,38,39,12,0.353,39,7468
"TN","Crockett",24,35,36,11,0.451,2,2226
"TN","Cumberland",22,30,32,10,0.219,43,12895
"TN","Davidson",22,32,26,14,0.612,631,42061
"TN","Decatur",23,38,39,11,0.24,6,2189
"TN","DeKalb",23,33,40,12,0.28,9,1733
"TN","Dickson",23,38,40,13,0.345,18,4370
"TN","Dyer",24,35,38,12,0.546,22,5192
"TN","Fayette",20,33,34,11,0.445,14,4001
"TN","Fentress",26,36,37,10,0.178,9,2720
"TN","Franklin",21,31,34,12,0.304,28,5383
"TN","Gibson",25,31,34,11,0.504,25,8325
"TN","Giles",23,34,32,11,0.375,14,3834
"TN","Grainger",25,32,39,11,0.15,5,2026
"TN","Greene",24,33,38,11,0.214,44,8048
"TN","Grundy",26,30,41,11,0.059,NA,1523
"TN","Hamblen",23,30,32,11,0.284,41,6923
"TN","Hamilton",20,30,30,12,0.553,358,35509
"TN","Hancock",28,31,39,10,0.238,1,550
"TN","Hardeman",28,39,38,10,0.859,6,3303
"TN","Hardin",24,34,35,11,0.355,14,4042
"TN","Hawkins",23,35,37,11,0.297,16,4357
"TN","Haywood",26,41,38,9,0.839,8,2219
"TN","Henderson",23,37,38,12,0.378,7,3455
"TN","Henry",23,36,39,11,0.399,19,5679
"TN","Hickman",24,32,38,12,0.244,5,2292
"TN","Houston",23,35,36,11,0.19,4,731
"TN","Humphreys",21,35,35,12,0.164,7,2808
"TN","Jackson",24,32,39,11,0.192,2,1499
"TN","Jefferson",21,28,33,12,0.199,18,4799
"TN","Johnson",24,30,36,11,0.072,6,2391
"TN","Knox",22,29,30,12,0.418,497,37001
"TN","Lake",29,37,33,12,0.481,NA,939
"TN","Lauderdale",29,38,37,11,0.823,3,2722
"TN","Lawrence",24,33,37,12,0.271,19,6512
"TN","Lewis",24,32,36,11,0.21,5,1374
"TN","Lincoln",23,29,37,12,0.349,21,5154
"TN","Loudon",20,28,30,11,0.223,25,7001
"TN","McMinn",22,36,39,11,0.288,27,6417
"TN","McNairy",25,36,38,10,0.344,10,4915
"TN","Macon",24,35,35,12,0.258,4,2165
"TN","Madison",22,36,31,11,0.779,143,11210
"TN","Marion",23,31,37,12,0.262,20,3533
"TN","Marshall",24,33,37,12,0.35,5,3277
"TN","Maury",22,37,33,12,0.46,56,9796
"TN","Meigs",25,31,34,11,0.342,3,985
"TN","Monroe",24,36,36,11,0.237,14,5067
"TN","Montgomery",23,29,29,14,0.904,82,11905
"TN","Moore",20,34,35,12,0.126,NA,642
"TN","Morgan",25,31,38,12,0.474,3,1360
"TN","Obion",23,32,39,11,0.44,15,4952
"TN","Overton",24,32,40,11,0.153,8,3146
"TN","Perry",24,33,36,11,0.165,2,1113
"TN","Pickett",22,34,38,11,0.157,1,948
"TN","Polk",23,33,36,11,0.126,7,2498
"TN","Putnam",23,34,32,12,0.38,53,10925
"TN","Rhea",23,35,40,12,0.301,13,4070
"TN","Roane",21,34,41,11,0.191,18,6960
"TN","Robertson",22,35,34,13,0.344,27,5401
"TN","Rutherford",22,34,27,14,0.439,128,16103
"TN","Scott",27,31,42,11,0.104,9,2182
"TN","Sequatchie",23,30,36,11,0.215,3,1554
"TN","Sevier",22,31,40,12,0.253,39,9231
"TN","Shelby",21,34,30,11,0.9,742,79899
"TN","Smith",21,36,35,12,0.241,10,1807
"TN","Stewart",22,31,39,12,0.301,1,2446
"TN","Sullivan",25,31,36,12,0.249,222,13472
"TN","Sumner",20,28,29,13,0.321,93,12158
"TN","Tipton",23,34,39,12,0.415,20,5788
"TN","Trousdale",22,33,38,12,0.359,3,757
"TN","Unicoi",23,32,35,11,0.137,8,2318
"TN","Union",25,32,38,11,0.183,4,1041
"TN","Van Buren",23,32,37,11,0.267,NA,858
"TN","Warren",24,32,32,11,0.329,21,5347
"TN","Washington",23,32,33,12,0.237,203,12554
"TN","Wayne",25,33,37,12,0.135,6,2476
"TN","Weakley",25,31,35,12,0.537,20,4594
"TN","White",24,30,37,11,0.36,8,3894
"TN","Williamson",16,27,23,13,0.129,297,14732
"TN","Wilson",20,33,33,13,0.251,48,9950
"TX","Anderson",18,33,27,18,0.399,23,5835
"TX","Andrews",14,29,26,19,0.447,8,1282
"TX","Angelina",19,34,27,15,0.534,53,8938
