"State","County","Smokers","Obesity","Physically_Inactive","Excessive_Drinking","Chlamydia","Primary_Care_Physicians","Medicare_Enrollees"
"AL","Autauga",19,31,29,15,0.416,22,4921
"AL","Baldwin",19,27,25,15,0.308,147,23601
"AL","Barbour",21,41,33,12,0.632,10,3195
"AL","Bibb",21,40,33,14,0.367,8,1927
"AL","Blount",19,32,29,14,0.159,15,4615
"AL","Bullock",22,45,33,11,0.993,4,1119
"AL","Butler",23,36,34,11,0.773,8,2828
"AL","Calhoun",24,32,34,13,0.68,74,16577
"AL","Chambers",21,40,35,12,0.901,13,4968
"AL","Cherokee",20,33,31,13,0.223,6,3163
"AL","Chilton",21,37,32,14,0.338,8,3330
"AL","Choctaw",19,39,34,11,0.433,5,2312
"AL","Clarke",21,36,30,11,0.763,12,3500
"AL","Clay",20,38,36,12,0.521,5,2041
"AL","Cleburne",19,30,33,14,0.324,4,2059
"AL","Coffee",19,30,29,13,0.597,24,6647
"AL","Colbert",19,37,30,13,0.549,30,8535
"AL","Conecuh",24,37,34,10,0.578,5,1913
"AL","Coosa",22,39,31,12,0.447,1,1590
"AL","Covington",20,32,36,13,0.4,18,6356
"AL","Crenshaw",20,37,32,13,0.575,2,2016
"AL","Cullman",20,35,28,14,0.295,46,10430
"AL","Dale",20,36,28,14,0.597,13,5640
"AL","Dallas",25,42,34,10,1.208,34,4737
"AL","DeKalb",19,31,32,13,0.246,31,8111
"AL","Elmore",19,30,30,15,0.487,25,8761
"AL","Escambia",23,39,33,13,0.487,16,5243
"AL","Etowah",22,35,33,13,0.695,81,14383
"AL","Fayette",21,32,31,13,0.371,7,2534
"AL","Franklin",20,34,35,13,0.318,15,4683
"AL","Geneva",22,35,31,13,0.46,7,4287
"AL","Greene",27,46,33,9,1.296,3,1141
"AL","Hale",22,36,35,10,1.261,2,1992
"AL","Henry",18,35,29,13,0.607,5,2925
"AL","Houston",19,34,31,14,0.697,93,13561
"AL","Jackson",20,31,32,13,0.243,32,8359
"AL","Jefferson",17,34,28,15,0.802,670,50707
"AL","Lamar",21,33,33,12,0.33,NA,2416
"AL","Lauderdale",19,32,30,14,0.383,46,13913
"AL","Lawrence",20,36,35,14,0.296,8,5416
"AL","Lee",20,30,23,16,0.519,69,12144
"AL","Limestone",19,34,32,15,0.249,29,9158
"AL","Lowndes",23,46,31,10,1.188,1,1477
"AL","Macon",24,42,31,10,1.222,6,2206
"AL","Madison",20,31,25,14,0.534,305,38648
"AL","Marengo",22,41,35,11,0.647,7,2958
"AL","Marion",20,35,36,13,0.221,19,4732
"AL","Marshall",20,35,32,14,0.253,58,13103
"AL","Mobile",21,36,30,15,0.792,272,32164
"AL","Monroe",22,37,32,11,0.544,6,2827
"AL","Montgomery",20,34,28,13,1.32,205,20403
"AL","Morgan",19,32,31,14,0.42,61,15480
"AL","Perry",25,38,33,10,1.13,3,1474
"AL","Pickens",22,37,34,11,0.654,7,2982
"AL","Pike",22,34,29,13,1.004,17,3902
"AL","Randolph",20,33,31,13,0.472,8,3289
"AL","Russell",21,35,31,13,0.797,16,5427
"AL","St. Clair",20,33,29,14,0.258,21,6461
"AL","Shelby",16,31,24,17,0.198,174,17281
"AL","Sumter",24,40,31,10,1.355,6,1585
"AL","Talladega",22,38,34,12,0.663,26,8927
"AL","Tallapoosa",21,37,32,13,0.564,19,5976
"AL","Tuscaloosa",20,33,28,15,0.785,146,20110
"AL","Walker",22,33,34,13,0.485,32,7989
"AL","Washington",20,36,33,14,0.491,3,2318
"AL","Wilcox",25,44,32,10,1.443,3,1528
"AL","Winston",22,29,31,13,0.224,8,3993
"AK","Aleutians East",20,31,29,18,0.538,NA,NA
"AK","Aleutians West",18,36,24,19,0.216,NA,NA
"AK","Anchorage",16,27,18,23,0.865,291,23938
"AK","Bethel",34,32,27,21,2.091,18,996
"AK","Bristol Bay",21,34,23,23,NA,0,NA
"AK","Denali",18,25,18,23,0.267,0,NA
"AK","Dillingham",32,35,26,20,1.41,8,354
"AK","Fairbanks North Star",16,29,20,23,0.648,74,6830
"AK","Haines",18,27,20,19,0.274,5,NA
"AK","Juneau",17,27,16,23,0.645,35,3144
"AK","Kenai Peninsula",20,28,24,24,0.316,43,7203
"AK","Ketchikan Gateway",20,29,22,22,0.639,13,1568
"AK","Kodiak Island",17,29,20,22,0.323,20,1069
"AK","Lake and Peninsula",31,32,23,21,0.967,0,NA
"AK","Matanuska-Susitna",21,29,22,22,0.549,53,7998
"AK","Nome",35,33,27,19,2.431,8,620
"AK","North Slope",25,35,25,23,1.804,2,596
"AK","Northwest Arctic",35,33,26,21,2.394,2,418
"AK","Prince of Wales-Outer Ketchikan",25,35,29,20,NA,4,687
"AK","Sitka",18,27,17,21,0.133,18,1009
"AK","Skagway-Hoonah-Angoon",21,31,20,21,NA,NA,NA
"AK","Southeast Fairbanks",20,33,21,21,0.182,4,1012
"AK","Valdez-Cordova",19,30,23,22,0.381,7,1010
"AK","Wade Hampton",41,34,28,18,2.407,NA,393
"AK","Wrangell-Petersburg",19,30,21,21,NA,11,885
"AK","Yakutat",21,32,25,22,NA,0,NA
"AK","Yukon-Koyukuk",32,27,25,20,1.213,3,616
"AZ","Apache",26,33,22,15,0.822,21,7090
"AZ","Cochise",16,25,23,15,0.331,58,16068
"AZ","Coconino",20,22,16,19,0.661,112,13479
"AZ","Gila",18,27,26,13,0.497,31,10549
"AZ","Graham",18,32,23,17,0.353,24,2770
"AZ","Greenlee",17,33,24,18,0.295,4,758
"AZ","La Paz",16,32,30,13,0.301,7,3587
"AZ","Maricopa",15,22,20,17,0.48,2839,272084
"AZ","Mohave",20,28,32,15,0.259,96,34618
"AZ","Navajo",23,31,24,15,0.865,76,12022
"AZ","Pima",15,22,18,16,0.523,828,82176
"AZ","Pinal",17,30,26,16,0.316,58,30531
"AZ","Santa Cruz",15,21,19,15,0.279,18,3276
"AZ","Yavapai",15,25,20,15,0.16,140,39444
"AZ","Yuma",15,30,28,16,0.431,87,19258
"AR","Arkansas",22,34,37,14,0.593,10,2846
"AR","Ashley",24,40,34,13,0.915,6,3283
"AR","Baxter",20,29,32,13,0.231,35,8823
"AR","Benton",19,28,25,16,0.241,135,19651
"AR","Boone",22,29,33,15,0.281,26,5531
"AR","Bradley",25,37,37,12,0.404,6,1681
"AR","Calhoun",22,35,36,13,0.226,1,657
"AR","Carroll",20,36,33,14,0.225,17,3940
"AR","Chicot",27,39,38,11,1.032,10,1877
"AR","Clark",23,32,32,15,0.737,10,3035
"AR","Clay",23,33,40,14,0.37,4,2771
"AR","Cleburne",20,31,39,14,0.205,19,5208
"AR","Cleveland",20,37,32,14,0.29,1,1231
"AR","Columbia",24,38,35,14,1.034,13,3422
"AR","Conway",22,39,33,14,0.427,15,2830
"AR","Craighead",24,36,34,16,0.646,104,10563
"AR","Crawford",22,36,33,15,0.205,31,5543
"AR","Crittenden",26,38,34,13,1.267,23,4618
"AR","Cross",23,38,36,14,0.582,9,2339
"AR","Dallas",22,36,38,13,0.689,5,1124
"AR","Desha",25,39,35,12,0.853,6,1907
"AR","Drew",25,31,32,13,0.726,12,2236
"AR","Faulkner",22,29,30,17,0.471,60,11435
"AR","Franklin",23,37,33,14,0.382,6,2216
"AR","Fulton",21,32,33,13,0.179,6,1688
"AR","Garland",23,31,28,14,0.449,76,13711
"AR","Grant",20,37,33,16,0.206,3,2169
"AR","Greene",23,34,39,16,0.317,23,4987
"AR","Hempstead",26,41,36,12,0.715,7,2516
"AR","Hot Spring",21,33,37,16,0.407,7,4113
"AR","Howard",25,37,34,13,0.721,7,1915
"AR","Independence",23,34,37,15,0.348,34,5193
"AR","Izard",22,33,35,14,0.245,4,2651
"AR","Jackson",25,40,39,14,0.477,8,2857
"AR","Jefferson",26,39,36,13,1.022,53,8183
"AR","Johnson",24,35,37,15,0.378,16,2770
"AR","Lafayette",25,34,35,12,0.698,1,1038
"AR","Lawrence",24,33,38,14,0.37,6,2411
"AR","Lee",28,35,35,12,0.695,3,989
"AR","Lincoln",26,36,37,15,0.284,2,1319
"AR","Little River",21,33,33,14,0.751,7,1953
"AR","Logan",21,35,36,15,0.432,7,3041
"AR","Lonoke",21,34,30,16,0.347,12,7594
"AR","Madison",23,33,33,14,0.224,5,1796
"AR","Marion",23,31,33,13,0.217,3,2772
"AR","Miller",23,34,33,15,0.914,18,4837
"AR","Mississippi",26,38,40,13,1.084,17,4570
"AR","Monroe",26,37,38,11,0.984,4,1221
"AR","Montgomery",21,33,32,13,0.193,2,1537
"AR","Nevada",27,34,34,12,0.56,3,1212
"AR","Newton",22,37,36,13,0.124,1,1253
"AR","Ouachita",23,38,38,12,0.945,15,3367
"AR","Perry",22,36,31,16,0.251,1,1587
"AR","Phillips",27,42,38,11,1.265,7,2407
"AR","Pike",23,37,32,14,0.329,4,1634
"AR","Poinsett",25,40,35,14,0.42,3,3330
"AR","Polk",23,32,34,13,0.239,13,3677
"AR","Pope",21,33,28,16,0.378,40,6939
"AR","Prairie",22,35,35,13,0.296,NA,1358
"AR","Pulaski",20,32,28,16,0.771,433,40951
"AR","Randolph",22,35,40,15,0.279,12,2713
"AR","St. Francis",28,40,36,13,0.686,12,2794
"AR","Saline",19,32,31,16,0.244,42,18736
"AR","Scott",23,31,31,14,0.381,3,1119
"AR","Searcy",23,32,33,13,0.162,3,1492
"AR","Sebastian",23,35,31,14,0.393,147,12270
"AR","Sevier",23,40,33,13,0.431,8,1901
"AR","Sharp",23,33,29,13,0.258,7,3836
"AR","Stone",24,35,32,13,0.205,7,2306
"AR","Union",23,36,39,13,0.807,32,5830
"AR","Van Buren",23,35,34,13,0.188,2,2989
"AR","Washington",23,29,26,17,0.534,173,17972
"AR","White",23,35,30,16,0.484,39,9588
"AR","Woodruff",25,36,33,12,0.465,3,1194
"AR","Yell",23,35,37,14,0.219,12,2858
"CA","Alameda",11,20,15,16,0.417,1675,88986
"CA","Alpine",16,24,18,18,NA,0,NA
"CA","Amador",13,27,17,19,0.2,24,6644
"CA","Butte",15,25,18,20,0.419,145,34269
"CA","Calaveras",12,25,17,18,0.161,22,8360
"CA","Colusa",14,24,16,18,0.107,7,2345
"CA","Contra Costa",11,23,17,17,0.412,1057,70039
"CA","Del Norte",16,27,18,19,0.064,21,3598
"CA","El Dorado",12,19,15,21,0.17,133,19734
"CA","Fresno",13,29,19,17,0.674,631,62750
"CA","Glenn",15,28,17,18,0.25,5,4074
"CA","Humboldt",15,25,14,20,0.288,96,17955
"CA","Imperial",14,25,22,17,0.334,40,17213
"CA","Inyo",13,23,16,18,0.427,20,3985
"CA","Kern",17,29,22,19,0.76,425,45651
"CA","Kings",16,25,18,19,0.357,64,9930
"CA","Lake",15,27,22,17,0.244,39,10905
"CA","Lassen",15,25,17,22,0.238,15,3006
"CA","Los Angeles",12,21,17,17,0.51,7291,552565
"CA","Madera",16,27,20,18,0.418,72,11411
"CA","Marin",11,18,11,18,0.182,373,29180
"CA","Mariposa",13,23,17,18,0.162,5,3378
"CA","Mendocino",15,23,18,17,0.383,83,13960
"CA","Merced",16,29,21,16,0.409,129,22664
"CA","Modoc",14,25,21,17,0.15,5,1679
"CA","Mono",14,22,14,21,0.167,7,1085
"CA","Monterey",14,24,17,19,0.353,265,45353
"CA","Napa",11,24,14,18,0.214,143,13329
"CA","Nevada",12,20,15,18,0.183,74,16224
"CA","Orange",11,20,15,20,0.279,2971,195543
"CA","Placer",11,23,14,20,0.223,440,32241
"CA","Plumas",13,24,16,17,0.263,15,4542
"CA","Riverside",14,26,18,18,0.39,946,113192
"CA","Sacramento",15,27,17,18,0.549,1177,79757
"CA","San Benito",12,24,14,19,0.352,21,5396
"CA","San Bernardino",14,29,19,18,0.527,1200,78940
"CA","San Diego",12,20,15,20,0.463,2530,200553
"CA","San Francisco",12,15,14,20,0.619,1331,60949
"CA","San Joaquin",14,29,19,17,0.486,420,45147
"CA","San Luis Obispo",12,22,15,20,0.357,226,39033
"CA","San Mateo",9,20,16,18,0.237,741,54926
"CA","Santa Barbara",12,19,15,18,0.436,338,47384
"CA","Santa Clara",9,20,15,16,0.355,1972,121543
"CA","Santa Cruz",13,21,11,20,0.373,258,30470
"CA","Shasta",14,27,20,18,0.325,147,29103
"CA","Sierra",13,24,17,17,NA,1,912
"CA","Siskiyou",15,23,20,16,0.17,35,8692
"CA","Solano",12,30,18,18,0.463,353,26419
"CA","Sonoma",12,22,13,18,0.295,489,43432
"CA","Stanislaus",15,32,18,18,0.313,359,31115
"CA","Sutter",13,28,22,17,0.3,80,11439
"CA","Tehama",15,29,21,18,0.303,31,11611
"CA","Trinity",15,27,20,16,0.081,4,2544
"CA","Tulare",15,30,18,17,0.524,193,38259
"CA","Tuolumne",13,21,16,19,0.156,49,10890
"CA","Ventura",11,21,17,19,0.3,629,72985
"CA","Yolo",12,20,14,18,0.34,243,11034
"CA","Yuba",15,26,15,19,0.304,16,6964
"CO","Adams",18,26,20,19,0.431,223,16695
"CO","Alamosa",17,23,19,17,0.396,19,1543
"CO","Arapahoe",14,21,16,19,0.491,502,38557
"CO","Archuleta",14,16,15,17,0.149,11,2320
"CO","Baca",15,21,22,16,NA,5,860
"CO","Bent",17,24,23,18,0.312,1,717
"CO","Boulder",11,13,9,20,0.248,388,20063
"CO","Broomfield",12,18,13,20,0.285,63,3574
"CO","Chaffee",14,19,15,18,0.121,17,3439
"CO","Cheyenne",13,25,25,19,0.213,1,272
"CO","Clear Creek",13,17,16,20,0.1,NA,NA
"CO","Conejos",15,22,21,15,0.218,4,1088
"CO","Costilla",16,21,26,13,0.362,NA,NA
"CO","Crowley",21,23,21,18,0.168,1,504
"CO","Custer",16,21,19,14,NA,2,926
"CO","Delta",14,22,18,16,0.243,22,6200
"CO","Denver",16,17,13,24,0.848,819,28728
"CO","Dolores",17,21,16,16,NA,NA,381
"CO","Douglas",10,17,11,18,0.169,220,16826
"CO","Eagle",14,11,10,24,0.214,38,2888
"CO","Elbert",13,19,18,20,0.12,NA,1509
"CO","El Paso",15,21,16,17,0.403,377,48887
"CO","Fremont",16,23,20,17,0.205,22,6294
"CO","Garfield",16,18,12,20,0.298,42,5869
"CO","Gilpin",15,19,17,19,0.146,2,NA
"CO","Grand",15,17,12,20,0.092,9,1550
"CO","Gunnison",16,16,12,23,0.213,11,1489
"CO","Hinsdale",13,21,16,18,NA,1,NA
"CO","Huerfano",14,21,22,13,0.303,7,1502
"CO","Jackson",15,21,19,17,NA,1,NA
"CO","Jefferson",13,19,12,22,0.205,473,34745
"CO","Kiowa",15,21,21,16,NA,0,280
"CO","Kit Carson",17,27,27,18,0.334,3,1265
"CO","Lake",15,19,16,19,0.232,5,614
"CO","La Plata",13,17,13,20,0.29,53,6691
"CO","Larimer",13,19,12,21,0.293,281,29872
"CO","Las Animas",15,21,22,15,0.254,10,2399
"CO","Lincoln",16,26,22,18,0.183,2,879
"CO","Logan",16,25,21,20,0.296,15,2829
"CO","Mesa",16,23,18,18,0.375,155,21171
"CO","Mineral",14,19,19,17,NA,1,NA
"CO","Moffat",16,26,22,20,0.295,5,1516
"CO","Montezuma",17,22,20,17,0.488,24,4417
"CO","Montrose",16,20,17,16,0.238,29,7270
"CO","Morgan",14,28,20,17,0.369,13,3510
"CO","Otero",17,27,21,15,0.294,15,3010
"CO","Ouray",13,17,14,17,NA,6,NA
"CO","Park",13,20,16,19,0.075,3,1478
"CO","Phillips",15,23,21,16,0.114,4,843
"CO","Pitkin",13,14,10,21,0.151,14,2359
"CO","Prowers",17,27,22,16,0.266,5,1817
"CO","Pueblo",17,26,20,15,0.461,122,16840
"CO","Rio Blanco",15,23,18,20,0.16,9,824
"CO","Rio Grande",15,23,20,15,0.435,8,1837
"CO","Routt",13,14,12,23,0.201,28,2318
"CO","Saguache",18,21,19,14,0.079,5,836
"CO","San Juan",17,20,17,17,NA,1,NA
"CO","San Miguel",15,16,13,21,0.145,5,NA
"CO","Sedgwick",14,23,22,16,NA,2,543
"CO","Summit",15,13,9,23,0.349,21,2238
"CO","Teller",16,18,17,19,0.154,18,2650
"CO","Washington",14,24,18,17,NA,1,756
"CO","Weld",16,26,18,18,0.351,123,22483
"CO","Yuma",14,28,25,18,0.198,10,1543
"CT","Fairfield",14,21,20,18,0.295,847,96047
"CT","Hartford",13,27,23,17,0.419,841,94213
"CT","Litchfield",13,23,21,19,0.174,119,25674
"CT","Middlesex",13,24,21,20,0.185,121,20385
"CT","New Haven",14,26,23,16,0.44,816,87515
"CT","New London",14,27,22,20,0.282,176,33422
"CT","Tolland",14,24,18,23,0.162,81,14623
"CT","Windham",15,29,24,19,0.269,63,12175
"DE","Kent",18,33,28,15,0.699,103,24886
"DE","New Castle",17,27,23,19,0.556,460,62515
"DE","Sussex",17,31,27,14,0.495,106,40903
"character(0)","District of Columbia",16,22,17,25,1.014,749,61717
"FL","Alachua",18,25,19,20,0.722,379,25825
"FL","Baker",19,37,36,21,0.314,14,2285
"FL","Bay",17,30,27,21,0.369,95,21982
"FL","Bradford",19,37,33,20,0.421,10,2869
"FL","Brevard",17,27,25,20,0.321,404,72429
"FL","Broward",15,24,24,18,0.443,1354,108769
"FL","Calhoun",22,41,34,19,0.448,6,1497
"FL","Charlotte",14,26,24,17,0.166,117,34933
"FL","Citrus",16,27,28,17,0.271,75,31111
"FL","Clay",16,29,25,21,0.355,122,21503
"FL","Collier",14,19,18,18,0.241,237,59329
"FL","Columbia",19,37,32,19,0.41,32,8673
"FL","DeSoto",21,36,31,18,0.349,13,3876
"FL","Dixie",20,33,32,18,0.391,3,2660
"FL","Duval",18,30,24,19,0.65,764,76324
"FL","Escambia",18,31,26,19,0.559,208,35546
"FL","Flagler",15,25,23,17,0.242,47,15808
"FL","Franklin",19,31,27,20,0.411,4,1560
"FL","Gadsden",22,38,32,16,0.735,8,3324
"FL","Gilchrist",19,32,31,20,0.315,5,2208
"FL","Glades",18,34,34,17,0.298,NA,798
"FL","Gulf",19,33,28,20,0.318,6,2316
"FL","Hamilton",21,33,33,19,0.789,3,1736
"FL","Hardee",22,34,34,18,0.353,6,2515
"FL","Hendry",21,35,31,17,0.553,13,3233
"FL","Hernando",19,32,26,17,0.213,101,21789
"FL","Highlands",16,33,29,15,0.28,61,19250
"FL","Hillsborough",17,28,24,20,0.561,1054,86176
"FL","Holmes",21,32,36,19,0.328,5,2643
"FL","Indian River",16,24,25,17,0.359,96,29086
"FL","Jackson",19,36,33,19,0.486,20,7057
"FL","Jefferson",19,34,27,18,0.4,3,1448
"FL","Lafayette",21,37,33,21,0.204,1,692
"FL","Lake",15,30,26,16,0.299,203,57704
"FL","Lee",16,26,24,20,0.334,402,92962
"FL","Leon",18,28,19,22,0.879,227,16221
"FL","Levy",19,32,31,17,0.45,10,5819
"FL","Liberty",21,39,31,22,0.387,NA,610
"FL","Madison",21,34,30,18,0.476,3,2374
"FL","Manatee",16,24,22,17,0.412,193,47395
"FL","Marion",17,29,28,15,0.4,192,50519
"FL","Martin",15,19,21,19,0.175,106,28531
"FL","Miami-Dade",15,20,22,16,0.397,2104,134098
"FL","Monroe",17,21,21,20,0.202,52,11402
"FL","Nassau",17,28,24,21,0.243,30,10325
"FL","Okaloosa",18,25,25,21,0.483,144,25273
"FL","Okeechobee",22,31,30,18,0.418,20,4545
"FL","Orange",16,24,23,20,0.566,997,73912
"FL","Osceola",19,29,27,18,0.388,139,15677
"FL","Palm Beach",14,23,23,18,0.331,1082,164323
"FL","Pasco",17,30,25,19,0.242,267,44052
"FL","Pinellas",18,25,24,20,0.443,830,99211
"FL","Polk",17,31,28,17,0.445,320,59696
"FL","Putnam",20,35,32,17,0.424,29,10082
"FL","St. Johns",14,23,18,21,0.229,181,27589
"FL","St. Lucie",18,29,26,18,0.339,110,32811
"FL","Santa Rosa",17,26,25,22,0.254,108,16720
"FL","Sarasota",14,21,21,17,0.254,301,83870
"FL","Seminole",15,25,21,19,0.326,337,32262
"FL","Sumter",12,28,22,16,0.229,30,33434
"FL","Suwannee",21,33,29,18,0.399,9,6719
"FL","Taylor",19,39,36,20,0.387,9,2392
"FL","Union",21,39,31,21,0.467,4,1204
"FL","Volusia",19,28,26,19,0.294,343,59504
"FL","Wakulla",18,36,26,23,0.26,9,2011
"FL","Walton",18,27,24,19,0.276,31,7844
"FL","Washington",19,39,35,20,0.337,6,3116
"GA","Appling",18,35,30,14,0.381,9,1816
"GA","Atkinson",21,36,32,14,0.29,NA,733
"GA","Bacon",18,31,28,15,0.295,7,967
"GA","Baker",18,32,29,13,0.178,NA,NA
"GA","Baldwin",19,34,25,14,0.429,27,2923
"GA","Banks",17,27,28,16,0.115,3,1809
"GA","Barrow",17,35,31,17,0.164,17,7596
"GA","Bartow",17,34,27,17,0.317,47,8634
"GA","Ben Hill",21,36,30,13,0.718,9,1901
"GA","Berrien",20,34,35,14,0.257,3,1897
"GA","Bibb",21,31,27,14,0.709,192,16092
"GA","Bleckley",18,30,29,15,0.488,4,1585
"GA","Brantley",19,35,27,15,0.307,3,1451
"GA","Brooks",19,35,29,13,0.448,5,1822
"GA","Bryan",15,28,26,18,0.273,24,2618
"GA","Bulloch",20,35,25,17,0.516,40,4828
"GA","Burke",21,32,28,13,0.67,9,1709
"GA","Butts",17,31,30,16,0.17,6,2408
"GA","Calhoun",25,35,28,12,0.461,2,438
"GA","Camden",16,32,25,18,0.399,18,4087
"GA","Candler",20,32,31,14,0.207,5,1011
"GA","Carroll",18,30,29,16,0.222,53,10588
"GA","Catoosa",15,27,30,17,0.109,31,5020
"GA","Charlton",18,31,29,17,0.444,2,1107
"GA","Chatham",17,29,24,17,0.616,235,23593
"GA","Chattahoochee",18,28,28,24,0.176,5,325
"GA","Chattooga",19,36,28,15,0.26,2,2823
"GA","Cherokee",14,26,22,18,0.138,77,17942
"GA","Clarke",20,25,25,17,0.61,84,7981
"GA","Clay",25,31,31,9,0.289,1,298
"GA","Clayton",20,40,26,13,0.491,85,10840
"GA","Clinch",21,30,30,14,0.566,1,594
"GA","Cobb",14,22,18,17,0.273,500,48491
"GA","Coffee",19,32,34,15,0.313,24,3434
"GA","Colquitt",20,37,34,14,0.286,20,4252
"GA","Columbia",14,29,23,17,0.156,153,11659
"GA","Cook",19,29,27,14,0.396,9,1741
"GA","Coweta",15,27,25,16,0.138,60,10596
"GA","Crawford",17,28,33,15,0.19,1,727
"GA","Crisp",20,30,31,13,0.525,18,1927
"GA","Dade",16,32,27,17,0.067,4,1604
"GA","Dawson",15,29,23,17,0.125,15,2716
"GA","Decatur",20,31,28,13,0.6,12,2671
"GA","DeKalb",14,27,21,17,0.406,758,43828
"GA","Dodge",18,31,31,15,0.253,10,1862
"GA","Dooly",22,34,32,13,0.454,NA,973
"GA","Dougherty",21,37,29,12,0.757,86,9052
"GA","Douglas",17,34,26,15,0.343,59,8884
"GA","Early",20,31,31,12,0.783,5,1349
"GA","Echols",19,29,28,15,NA,NA,NA
"GA","Effingham",16,34,23,18,0.221,14,3683
"GA","Elbert",17,32,29,14,0.279,6,2498
"GA","Emanuel",21,34,30,13,0.721,10,2013
"GA","Evans",19,35,30,14,0.543,4,1085
"GA","Fannin",17,26,26,14,0.081,17,4150
"GA","Fayette",13,29,21,16,0.113,119,12311
"GA","Floyd",17,29,30,15,0.362,119,10411
"GA","Forsyth",13,26,19,18,0.035,83,10301
"GA","Franklin",17,27,35,15,0.224,5,2728
"GA","Fulton",14,22,19,18,0.452,1018,58907
"GA","Gilmer",16,27,28,14,0.099,15,3976
"GA","Glascock",16,31,27,16,0.509,1,384
"GA","Glynn",16,28,29,14,0.504,45,9911
"GA","Gordon",17,29,24,16,0.265,27,5556
"GA","Grady",20,31,32,13,0.256,11,2287
"GA","Greene",17,30,31,12,0.348,10,2865
"GA","Gwinnett",14,27,21,16,0.219,505,41885
"GA","Habersham",17,32,29,15,0.147,25,5296
"GA","Hall",16,26,24,17,0.171,116,15778
"GA","Hancock",21,36,30,11,0.634,2,726
"GA","Haralson",17,29,28,16,0.148,14,2692
"GA","Harris",13,30,23,17,0.114,20,3512
"GA","Hart",17,30,29,14,0.196,12,3281
"GA","Heard",18,31,28,15,0.112,2,855
"GA","Henry",15,30,24,15,0.242,104,15367
"GA","Houston",16,32,24,15,0.464,76,13128
"GA","Irwin",18,30,30,14,0.313,4,1040
"GA","Jackson",16,29,28,16,0.142,35,4928
"GA","Jasper",19,31,30,14,0.264,6,1214
"GA","Jeff Davis",18,30,31,15,0.304,4,1475
"GA","Jefferson",21,38,30,12,0.986,6,1854
"GA","Jenkins",22,32,28,13,0.532,2,905
"GA","Johnson",18,34,32,15,0.586,4,1246
"GA","Jones",15,33,29,16,0.136,6,1512
"GA","Lamar",17,33,30,15,0.421,8,1518
"GA","Lanier",20,32,28,15,0.231,1,599
"GA","Laurens",19,35,32,14,0.479,49,4808
"GA","Lee",15,32,25,17,0.212,16,1927
"GA","Liberty",20,34,28,19,0.718,22,3115
"GA","Lincoln",17,33,30,13,0.31,2,938
"GA","Long",18,30,28,17,0.224,NA,570
"GA","Lowndes",19,28,29,16,0.657,59,9426
"GA","Lumpkin",17,30,26,17,0.098,11,2832
"GA","McDuffie",18,35,31,13,0.78,13,1980
"GA","McIntosh",16,31,29,14,0.267,1,1441
"GA","Macon",21,35,32,13,0.245,1,1009
"GA","Madison",17,32,28,16,0.272,4,2765
"GA","Marion",19,33,31,14,0.207,1,471
"GA","Meriwether",18,35,33,13,0.235,7,1906
"GA","Miller",18,31,35,13,0.268,3,700
"GA","Mitchell",21,31,30,13,0.523,13,2308
"GA","Monroe",16,32,28,15,0.259,13,1930
"GA","Montgomery",18,37,30,15,0.393,NA,689
"GA","Morgan",16,28,27,15,0.229,10,2067
"GA","Murray",19,29,32,16,0.244,6,3606
"GA","Muscogee",19,32,28,15,0.492,187,16609
"GA","Newton",17,34,30,15,0.453,35,7592
"GA","Oconee",13,31,22,18,0.193,42,3142
"GA","Oglethorpe",15,30,27,16,0.171,2,1945
"GA","Paulding",15,28,26,17,0.158,19,6340
"GA","Peach",19,35,28,14,0.757,8,3375
"GA","Pickens",15,25,23,16,0.103,12,4719
"GA","Pierce",18,30,33,15,0.356,8,2220
"GA","Pike",16,28,29,17,0.112,3,1691
"GA","Polk",18,29,30,15,0.255,12,4609
"GA","Pulaski",16,32,31,13,0.41,8,1426
"GA","Putnam",17,32,25,14,0.42,5,2794
"GA","Quitman",20,33,30,10,0.166,NA,399
"GA","Rabun",16,32,24,14,0.129,9,2970
"GA","Randolph",21,36,35,11,0.519,2,783
"GA","Richmond",20,35,28,14,0.724,177,14632
"GA","Rockdale",16,35,28,14,0.32,68,6400
"GA","Schley",18,29,28,15,0.2,NA,371
"GA","Screven",19,36,32,13,0.359,2,1572
"GA","Seminole",17,30,32,13,0.246,9,1221
"GA","Spalding",19,35,28,14,0.312,30,6120
"GA","Stephens",18,28,29,15,0.205,18,3989
"GA","Stewart",23,34,30,13,0.48,3,235
"GA","Sumter",20,34,29,12,0.761,21,2789
"GA","Talbot",19,34,31,12,0.537,1,674
"GA","Taliaferro",23,34,31,10,0.595,0,NA
"GA","Tattnall",20,35,30,15,0.256,5,1962
"GA","Taylor",20,31,32,13,0.546,NA,911
"GA","Telfair",22,32,32,14,0.336,6,1313
"GA","Terrell",21,35,31,11,0.531,NA,998
"GA","Thomas",19,33,24,13,0.552,41,4848
"GA","Tift",18,35,30,14,0.633,42,3770
"GA","Toombs",19,33,27,14,0.359,26,3151
"GA","Towns",14,26,28,14,0.21,9,2673
"GA","Treutlen",18,33,34,15,0.502,NA,614
"GA","Troup",18,29,29,15,0.387,34,6341
"GA","Turner",19,34,33,13,0.595,3,1012
"GA","Twiggs",21,31,32,12,0.237,NA,774
"GA","Union",14,27,27,14,0.098,21,4460
"GA","Upson",18,34,30,14,0.507,13,2610
"GA","Walker",17,33,32,16,0.12,19,8551
