"","County.Name","State","Score.Clot","Score.Sepsis","Score.Cath.Infection","Score.Serious.Complication","Score.Death.Complications"
"2051","SCHUYLER","NY",NA,NA,NA,NA,NA
"2052","SCHUYLKILL","PA",4.83,9.6,0.36,0.86,NA
"2053","SCIOTO","OH",4.6,9.97,0.18,0.85,120.82
"2054","SCOTLAND","MO",NA,NA,NA,NA,NA
"2055","SCOTLAND","NC",4.96,8.66,0.14,0.69,NA
"2056","SCOTT","AR",NA,NA,NA,NA,NA
"2057","SCOTT","IA",2.99,11.76,0.15,0.9,139.03
"2058","SCOTT","IN",NA,NA,NA,NA,NA
"2059","SCOTT","KS",NA,NA,NA,NA,NA
"2060","SCOTT","KY",5.21,9.68,0.16,1.1,NA
"2061","SCOTT","MN",3.56,9.8,0.16,0.92,NA
"2062","SCOTT","MS",NA,NA,NA,NA,NA
"2063","SCOTT","TN",NA,NA,NA,NA,NA
"2064","SCOTTS BLUFF","NE",2.8,16.52,0.12,0.68,144.72
"2065","SCREVEN","GA",NA,NA,NA,NA,NA
"2066","SCURRY","TX",NA,NA,NA,NA,NA
"2067","SEBASTIAN","AR",5.08,11.48,0.19,0.98,101
"2068","SEDGWICK","CO",NA,NA,NA,NA,NA
"2069","SEDGWICK","KS",6.63,14.67,0.18,1.08,170.67
"2070","SEMINOLE","FL",3.87,15.2,0.22,0.77,139.24
"2071","SEMINOLE","GA",4.93,NA,0.17,0.82,NA
"2072","SEMINOLE","OK",NA,NA,0.17,0.88,NA
"2073","SENECA","OH",4.13,NA,0.17,0.79,NA
"2074","SEQUOYAH","OK",NA,NA,0.17,0.89,NA
"2075","SEVIER","AR",NA,NA,NA,NA,NA
"2076","SEVIER","UT",4.33,NA,0.17,0.87,NA
"2077","SEWARD","KS",3.92,9.42,0.16,0.78,NA
"2078","SEWARD","NE",NA,NA,NA,NA,NA
"2079","SHARKEY","MS",NA,NA,0.17,0.9,NA
"2080","SHASTA","CA",5.81,12.44,0.17,0.93,150.69
"2081","SHAWANO","WI",NA,NA,NA,NA,NA
"2082","SHAWNEE","KS",4.83,16.7,0.17,1.03,155.2
"2083","SHEBOYGAN","WI",4.94,9.89,0.15,0.95,NA
"2084","SHELBY","AL",2.84,10.26,0.1,0.8,155.98
"2085","SHELBY","IA",NA,NA,NA,NA,NA
"2086","SHELBY","IL",NA,NA,0.17,0.89,NA
"2087","SHELBY","IN",3.52,12.42,0.15,0.71,NA
"2088","SHELBY","KY",4.12,NA,0.16,1.08,NA
"2089","SHELBY","OH",4.96,NA,0.16,0.78,NA
"2090","SHELBY","TN",7.95,17.66,0.79,1.27,179.33
"2091","SHENANDOAH","VA",NA,NA,NA,NA,NA
"2092","SHERBURNE","MN",4.54,NA,0.17,0.81,NA
"2093","SHERIDAN","KS",NA,NA,NA,NA,NA
"2094","SHERIDAN","MT",NA,NA,NA,NA,NA
"2095","SHERIDAN","NE",NA,NA,NA,NA,NA
"2096","SHERIDAN","WY",3.36,9.28,0.15,0.93,NA
"2097","SHERMAN","KS",NA,NA,NA,NA,NA
"2098","SHIAWASSEE","MI",6.74,9.47,0.15,1.06,NA
"2099","SHOSHONE","ID",NA,NA,NA,NA,NA
"2100","SIBLEY","MN",NA,NA,NA,NA,NA
"2101","SIERRA","NM",NA,NA,NA,NA,NA
"2102","SILVER BOW","MT",5.48,11.62,0.25,1.26,166.47
"2103","SIMPSON","KY",NA,NA,NA,NA,NA
"2104","SIMPSON","MS",NA,NA,0.17,0.89,NA
"2105","SIOUX","IA",NA,NA,NA,NA,NA
"2106","SIOUX","ND",NA,NA,NA,0.9,NA
"2107","SISKIYOU","CA",NA,NA,NA,NA,NA
"2108","SITKA","AK",NA,NA,NA,NA,NA
"2109","SKAGIT","WA",4.5,14.54,0.15,0.93,141.61
"2110","SMITH","KS",NA,NA,NA,NA,NA
"2111","SMITH","MS",NA,NA,NA,NA,NA
"2112","SMITH","TN",NA,NA,NA,NA,NA
"2113","SMITH","TX",6.35,10.47,0.2,0.84,156.65
"2114","SMYTH","VA",4.21,9.79,0.16,0.83,NA
"2115","SNOHOMISH","WA",7.74,17.07,0.16,1.19,166
"2116","SOCORRO","NM",NA,NA,NA,NA,NA
"2117","SOLANO","CA",6.86,11.63,0.21,1.16,137.72
"2118","SOMERSET","MD",NA,NA,NA,NA,NA
"2119","SOMERSET","ME",NA,NA,NA,NA,NA
"2120","SOMERSET","NJ",7.62,8.29,0.22,0.89,138.23
"2121","SOMERSET","PA",4.64,NA,0.28,1.32,NA
"2122","SOMERVELL","TX",NA,NA,0.17,0.87,NA
"2123","SONOMA","CA",7.55,15.05,0.33,1.02,137.9
"2124","SPALDING","GA",3.11,NA,0.22,0.69,138.11
"2125","SPARTANBURG","SC",5.03,10.85,0.25,0.99,156.25
"2126","SPINK","SD",NA,NA,NA,NA,NA
"2127","SPOKANE","WA",7.33,14.85,0.2,1.41,138.09
"2128","SPOTSYLVANIA","VA",2.98,12.54,0.14,0.65,NA
"2129","ST JOSEPH","IN",4.44,11.17,0.17,0.84,151.02
"2130","STAFFORD","KS",NA,NA,NA,NA,NA
"2131","STAFFORD","VA",7.16,NA,0.15,1.13,136.99
"2132","STANISLAUS","CA",7.02,13.13,0.29,1.05,160.33
"2133","STANLY","NC",5.89,12.78,0.25,0.92,NA
"2134","STANTON","KS",NA,NA,NA,NA,NA
"2135","STARK","ND",NA,NA,NA,NA,NA
"2136","STARK","OH",8.22,12.78,0.28,1.01,141.74
"2137","STARKE","IN",5.11,NA,0.17,0.94,NA
"2138","STARR","TX",NA,NA,0.16,0.88,NA
"2139","STEARNS","MN",4.65,8.62,0.14,0.84,132.33
"2140","STEELE","MN",4.5,9.85,0.17,0.87,NA
"2141","STEPHENS","GA",6.84,NA,0.14,1.03,NA
"2142","STEPHENS","OK",4.47,9.62,0.15,0.85,121.41
"2143","STEPHENS","TX",NA,NA,0.17,0.97,NA
"2144","STEPHENSON","IL",5.01,8.81,0.13,1.01,150.08
"2145","STEUBEN","IN",NA,NA,NA,NA,NA
"2146","STEUBEN","NY",5.76,9.54,0.17,0.94,NA
"2147","STEVENS","KS",NA,NA,NA,NA,NA
"2148","STEVENS","MN",NA,NA,NA,NA,NA
"2149","STEVENS","WA",NA,NA,NA,NA,NA
"2150","STILLWATER","MT",NA,NA,NA,NA,NA
"2151","STODDARD","MO",5.17,NA,0.17,0.97,NA
"2152","STOKES","NC",NA,NA,NA,NA,NA
"2153","STONE","AR",NA,NA,NA,NA,NA
"2154","STONE","MS",NA,NA,NA,NA,NA
"2155","STONEWALL","TX",NA,NA,NA,NA,NA
"2156","STORY","IA",7.9,13,0.21,1.42,115.52
"2157","STRAFFORD","NH",5.9,10.31,0.25,1.02,145.25
"2158","STUTSMAN","ND",NA,NA,NA,NA,NA
"2159","SUFFOLK","MA",7.83,11.2,0.39,1.24,157.11
"2160","SUFFOLK","NY",10.83,12.15,0.61,1.65,162.11
"2161","SUFFOLK CITY","VA",5.32,8.82,0.1,0.67,145.06
"2162","SULLIVAN","IN",NA,NA,NA,NA,NA
"2163","SULLIVAN","MO",NA,NA,NA,NA,NA
"2164","SULLIVAN","NH",NA,NA,NA,NA,NA
"2165","SULLIVAN","NY",4.41,NA,0.14,1.08,NA
"2166","SULLIVAN","TN",6.14,9.47,0.16,1.07,135.61
"2167","SUMMERS","WV",NA,NA,NA,NA,NA
"2168","SUMMIT","CO",4.54,NA,0.17,0.83,NA
"2169","SUMMIT","OH",10.54,13.1,0.36,1.19,128.22
"2170","SUMMIT","UT",5.3,11.59,0.17,0.86,NA
"2171","SUMNER","KS",NA,NA,0.17,0.88,NA
"2172","SUMNER","TN",5.11,10.79,0.14,0.9,139.87
"2173","SUMTER","AL",NA,NA,0.17,0.9,NA
"2174","SUMTER","FL",3.63,11.38,0.17,0.61,152.26
"2175","SUMTER","GA",5.71,9.8,0.15,0.93,NA
"2176","SUMTER","SC",6.34,8.39,0.27,0.86,171
"2177","SUNFLOWER","MS",NA,NA,0.17,0.94,NA
"2178","SURRY","NC",6,12.43,0.15,0.95,NA
"2179","SUSQUEHANNA","PA",NA,NA,NA,NA,NA
"2180","SUSSEX","DE",4.94,12.07,0.38,0.89,151.32
"2181","SUSSEX","NJ",5.49,9.58,0.11,0.95,124.85
"2182","SUTTER","CA",5.65,9.73,0.17,0.89,NA
"2183","SUTTON","TX",NA,NA,NA,NA,NA
"2184","SUWANNEE","FL",NA,NA,NA,NA,NA
"2185","SWAIN","NC",NA,NA,0.17,0.9,NA
"2186","SWEET GRASS","MT",NA,NA,NA,NA,NA
"2187","SWEETWATER","WY",5.43,NA,0.16,0.89,NA
"2188","SWIFT","MN",NA,NA,NA,NA,NA
"2189","SWISHER","TX",NA,NA,NA,NA,NA
"2190","TALBOT","MD",NA,NA,NA,NA,NA
"2191","TALLADEGA","AL",7.96,10.57,0.16,1.08,NA
"2192","TALLAHATCHIE","MS",NA,NA,NA,NA,NA
"2193","TALLAPOOSA","AL",4.8,9.51,0.17,1.14,123.43
"2194","TANEY","MO",5.5,9.76,0.12,0.86,128.32
"2195","TANGIPAHOA","LA",7.82,9.59,0.18,1.07,131.93
"2196","TAOS","NM",5.26,NA,0.16,0.94,NA
"2197","TARRANT","TX",6.22,14.24,0.21,1.42,198.39
"2198","TATE","MS",5.17,NA,0.16,0.85,NA
"2199","TATTNALL","GA",NA,NA,NA,NA,NA
"2200","TAYLOR","FL",4.58,NA,0.16,0.88,NA
"2201","TAYLOR","KY",5.03,NA,0.15,1.1,NA
"2202","TAYLOR","TX",3.43,11.08,0.13,0.8,138.47
"2203","TAYLOR","WI",NA,NA,NA,NA,NA
"2204","TAYLOR","WV",NA,NA,NA,NA,NA
"2205","TAZEWELL","IL",3.93,10.41,0.26,0.76,NA
"2206","TAZEWELL","VA",3.43,9.25,0.17,0.89,NA
"2207","TEHAMA","CA",3.25,NA,0.15,0.74,NA
"2208","TELLER","CO",NA,NA,NA,NA,NA
"2209","TERREBONNE","LA",7.24,11.29,0.17,0.95,131.02
"2210","TERRY","TX",NA,NA,0.17,0.9,NA
"2211","TETON","ID",NA,NA,NA,NA,NA
"2212","TETON","MT",NA,NA,NA,NA,NA
"2213","TETON","WY",4.24,9.38,0.16,0.8,NA
"2214","TEXAS","MO",4.95,NA,0.29,0.84,NA
"2215","TEXAS","OK",NA,NA,0.17,0.89,NA
"2216","THAYER","NE",NA,NA,NA,NA,NA
"2217","THOMAS","GA",4.46,8.45,0.15,0.76,177.15
"2218","THOMAS","KS",NA,NA,NA,NA,NA
"2219","THROCKMORTON","TX",NA,NA,NA,NA,NA
"2220","THURSTON","NE",NA,NA,NA,NA,NA
"2221","THURSTON","WA",3.72,9.02,0.14,1.19,169.16
"2222","TIFT","GA",8.35,7.78,0.12,0.93,140.35
"2223","TILLAMOOK","OR",NA,NA,NA,NA,NA
"2224","TILLMAN","OK",NA,NA,0.17,0.9,NA
"2225","TIOGA","PA",3.99,9.54,0.15,0.81,NA
"2226","TIPPAH","MS",NA,NA,NA,NA,NA
"2227","TIPPECANOE","IN",3.51,16.18,0.1,0.76,142.7
"2228","TIPTON","IN",NA,NA,NA,NA,NA
"2229","TIPTON","TN",5.08,NA,0.17,0.86,NA
"2230","TISHOMINGO","MS",NA,NA,0.17,0.89,NA
"2231","TITUS","TX",4.71,NA,0.15,0.83,NA
"2232","TODD","MN",NA,NA,NA,NA,NA
"2233","TODD","SD",NA,NA,0.17,0.9,NA
"2234","TOLLAND","CT",5.74,9.56,0.15,1.17,NA
"2235","TOM GREEN","TX",4.16,13,0.18,0.85,155.31
"2236","TOMPKINS","NY",3.15,10.73,0.13,0.89,NA
"2237","TOOELE","UT",6.63,9.99,0.16,0.94,NA
"2238","TOOLE","MT",NA,NA,NA,NA,NA
"2239","TOOMBS","GA",7.31,9,0.14,1.24,136.12
"2240","TOWNER","ND",NA,NA,NA,NA,NA
"2241","TOWNS","GA",NA,NA,NA,NA,NA
"2242","TRAILL","ND",NA,NA,NA,NA,NA
"2243","TRANSYLVANIA","NC",NA,NA,NA,NA,NA
"2244","TRAVERSE","MN",NA,NA,NA,NA,NA
"2245","TRAVIS","TX",7.92,9.91,0.31,1.01,171.32
"2246","TREGO","KS",NA,NA,NA,NA,NA
"2247","TREMPEALEAU","WI",NA,NA,NA,NA,NA
"2248","TRIGG","KY",NA,NA,NA,NA,NA
"2249","TRINITY","CA",NA,NA,NA,NA,NA
"2250","TRINITY","TX",NA,NA,0.17,0.9,NA
"2251","TRIPP","SD",NA,NA,NA,NA,NA
"2252","TROUP","GA",5.04,10.07,0.13,0.8,135.74
"2253","TROUSDALE","TN",NA,NA,NA,NA,NA
"2254","TRUMBULL","OH",3.29,9.56,0.12,0.69,131.98
"2255","TULARE","CA",4.1,9.53,0.28,1.11,173.32
"2256","TULSA","OK",7.13,17.89,0.22,1,179.4
"2257","TUOLUMNE","CA",4.18,14.95,0.13,1.03,111.96
"2258","TURNER","SD",NA,NA,NA,NA,NA
"2259","TUSCALOOSA","AL",5.93,NA,0.1,0.9,143.91
"2260","TUSCARAWAS","OH",4.53,NA,0.14,0.85,119.95
"2261","TUSCOLA","MI",NA,NA,NA,NA,NA
"2262","TWIN FALLS","ID",4.88,9.6,0.11,0.91,125.9
"2263","TYLER","TX",NA,NA,0.17,0.89,NA
"2264","TYLER","WV",NA,NA,NA,NA,NA
"2265","UINTA","WY",6.96,11.59,0.17,0.98,NA
"2266","UINTAH","UT",4.65,NA,0.17,0.81,NA
"2267","ULSTER","NY",6.63,9.04,0.28,1.02,186.27
"2268","UMATILLA","OR",NA,NA,NA,NA,NA
"2269","UNICOI","TN",4.76,NA,0.17,0.82,NA
"2270","UNION","AR",4.26,15.29,0.13,0.83,171.65
"2271","UNION","FL",NA,NA,NA,NA,NA
"2272","UNION","GA",4.91,9.55,0.16,0.84,NA
"2273","UNION","IA",NA,NA,NA,NA,NA
"2274","UNION","IL",NA,NA,NA,NA,NA
"2275","UNION","KY",NA,NA,NA,NA,NA
"2276","UNION","LA",NA,NA,NA,NA,NA
"2277","UNION","MS",3.93,9.61,0.15,0.68,NA
"2278","UNION","NC",8.52,9.47,0.22,1.01,125.63
"2279","UNION","NJ",7.12,10.67,0.36,0.95,169.45
"2280","UNION","NM",NA,NA,NA,NA,NA
"2281","UNION","OH",5.6,NA,0.16,0.93,NA
"2282","UNION","OR",NA,NA,NA,NA,NA
"2283","UNION","PA",6.11,9.54,0.14,0.95,NA
"2284","UNION","SC",NA,NA,NA,NA,NA
"2285","UNION","SD",3.47,9.01,0.17,0.95,NA
"2286","UPSHUR","WV",NA,NA,NA,NA,NA
"2287","UPSON","GA",3.53,NA,0.15,0.82,NA
"2288","UPTON","TX",NA,NA,NA,NA,NA
"2289","UTAH","UT",7.17,9.67,0.16,1.06,152.06
"2290","UTUADO","PR",NA,NA,NA,NA,NA
"2291","UVALDE","TX",4.69,NA,0.16,0.83,NA
"2292","VAL VERDE","TX",4.28,9.5,0.16,0.73,NA
"2293","VALLEY","ID",NA,NA,NA,NA,NA
"2294","VALLEY","MT",NA,NA,NA,NA,NA
"2295","VALLEY","NE",NA,NA,NA,NA,NA
"2296","VAN BUREN","AR",NA,NA,NA,NA,NA
"2297","VAN BUREN","IA",NA,NA,NA,NA,NA
"2298","VAN BUREN","MI",4.7,NA,0.17,0.82,NA
"2299","VAN WERT","OH",5.44,NA,0.17,0.86,NA
"2300","VANCE","NC",3.37,9.56,0.24,0.79,NA
"2301","VANDERBURGH","IN",3.04,16.26,0.1,0.89,184.16
"2302","VEGA BAJA","PR",NA,NA,NA,NA,NA
"2303","VENANGO","PA",3.64,9.75,0.13,0.62,134.3
"2304","VENTURA","CA",9.17,12.8,0.24,1.24,150.86
"2305","VERMILION","IL",4.18,NA,0.14,0.79,NA
"2306","VERMILION","LA",6.51,NA,0.16,1.02,NA
"2307","VERMILLION","IN",NA,NA,NA,NA,NA
"2308","VERNON","LA",5.53,9.29,0.17,0.9,NA
"2309","VERNON","MO",5.03,NA,0.17,0.93,NA
"2310","VERNON","WI",NA,NA,NA,NA,NA
"2311","VICTORIA","TX",5.41,10.08,0.21,0.85,180.77
"2312","VIGO","IN",4.15,12.64,0.13,0.75,139.2
"2313","VILAS","WI",NA,NA,NA,NA,NA
"2314","VIRGINIA BEACH CITY","VA",8.08,12.53,0.26,0.93,158.98
"2315","VOLUSIA","FL",12.56,27.96,0.37,1.45,152
"2316","WABASH","IL",NA,NA,NA,NA,NA
"2317","WABASH","IN",NA,NA,NA,NA,NA
"2318","WABASHA","MN",NA,NA,NA,NA,NA
"2319","WADENA","MN",NA,NA,NA,NA,NA
"2320","WAGONER","OK",4.75,NA,0.16,0.86,NA
"2321","WAKE","NC",7.07,11.36,0.29,1.12,137.56
"2322","WALDO","ME",NA,NA,NA,NA,NA
"2323","WALKER","AL",3.1,8.1,0.23,0.75,131.28
"2324","WALKER","TX",3.28,8.98,0.15,0.7,NA
"2325","WALLA WALLA","WA",4.7,11.13,0.16,0.97,139.96
"2326","WALLOWA","OR",NA,NA,NA,NA,NA
"2327","WALSH","ND",NA,NA,NA,NA,NA
"2328","WALTHALL","MS",NA,NA,NA,NA,NA
"2329","WALTON","FL",4.89,8.38,0.17,0.82,NA
"2330","WALTON","GA",7.32,9.5,0.26,1.36,NA
"2331","WALWORTH","SD",NA,NA,NA,NA,NA
"2332","WALWORTH","WI",3.54,NA,0.15,0.66,NA
"2333","WAPELLO","IA",7.09,9.1,0.15,1.03,NA
"2334","WARD","ND",5.45,9.41,0.1,1.17,164.35
"2335","WARD","TX",NA,NA,NA,NA,NA
"2336","WARE","GA",4.62,9.98,0.12,0.76,138.16
"2337","WARREN","IL",NA,NA,NA,NA,NA
"2338","WARREN","IN",NA,NA,NA,NA,NA
"2339","WARREN","KY",1.97,9.57,0.21,0.77,170.67
"2340","WARREN","MS",8.29,9.34,0.1,0.98,167.3
"2341","WARREN","NJ",12.22,9.6,0.14,1.34,130.47
"2342","WARREN","NY",2.92,9.45,0.11,0.71,166.38
"2343","WARREN","OH",6.52,10.64,0.12,0.74,125.61
"2344","WARREN","PA",5.67,9.29,0.15,1.04,NA
"2345","WARREN","TN",3.64,9.58,0.15,0.85,118.65
"2346","WARREN","VA",5.7,NA,0.16,0.87,NA
"2347","WARRICK","IN",5.02,7.44,0.17,0.91,112.23
"2348","WASATCH","UT",NA,NA,NA,NA,NA
"2349","WASCO","OR",4.31,NA,0.16,1.11,NA
"2350","WASECA","MN",NA,NA,NA,NA,NA
"2351","WASHAKIE","WY",NA,NA,NA,NA,NA
"2352","WASHBURN","WI",NA,NA,NA,NA,NA
"2353","WASHINGTON","AL",NA,NA,NA,NA,NA
"2354","WASHINGTON","AR",6.41,8.62,0.19,0.96,147.48
"2355","WASHINGTON","FL",NA,NA,NA,NA,NA
"2356","WASHINGTON","GA",5,NA,0.17,0.85,NA
"2357","WASHINGTON","IA",NA,NA,NA,NA,NA
"2358","WASHINGTON","ID",NA,NA,NA,NA,NA
"2359","WASHINGTON","IL",NA,NA,NA,NA,NA
"2360","WASHINGTON","IN",NA,NA,NA,NA,NA
"2361","WASHINGTON","KS",NA,NA,NA,NA,NA
"2362","WASHINGTON","LA",5.11,NA,0.17,0.85,NA
"2363","WASHINGTON","MD",NA,NA,NA,NA,NA
"2364","WASHINGTON","ME",NA,NA,NA,NA,NA
"2365","WASHINGTON","MN",5.86,9.57,0.16,0.99,NA
"2366","WASHINGTON","MO",NA,NA,NA,NA,NA
"2367","WASHINGTON","MS",4.85,9.92,0.29,0.82,157.71
"2368","WASHINGTON","NC",NA,NA,NA,NA,NA
"2369","WASHINGTON","NE",NA,NA,NA,NA,NA
"2370","WASHINGTON","OH",6.85,13.51,0.1,1,139.44
"2371","WASHINGTON","OK",2.65,8.63,0.13,0.96,152.56
"2372","WASHINGTON","OR",7.45,10.47,0.26,1.11,158.82
"2373","WASHINGTON","PA",5.21,10.51,0.37,1.03,146.13
"2374","WASHINGTON","RI",3.51,11.06,0.25,0.96,NA
"2375","WASHINGTON","TN",5.85,14.88,0.15,0.89,153.53
"2376","WASHINGTON","TX",4.56,NA,0.17,0.92,NA
"2377","WASHINGTON","UT",2.73,10.78,0.1,0.69,138.01
"2378","WASHINGTON","VA",5.25,10.75,0.13,0.75,147.36
"2379","WASHINGTON","VT",4.09,NA,0.13,0.76,NA
"2380","WASHINGTON","WI",9.45,12.16,0.16,1.4,126.33
"2381","WASHITA","OK",NA,NA,NA,NA,NA
"2382","WASHOE","NV",7.16,14.26,0.14,1.4,167.16
"2383","WASHTENAW","MI",8.11,13.9,0.25,1.37,120.26
"2384","WATAUGA","NC",5.8,9.32,0.14,0.87,124.46
"2385","WATONWAN","MN",NA,NA,NA,NA,NA
"2386","WAUKESHA","WI",4.94,11.63,0.22,0.88,136.9
"2387","WAUPACA","WI",NA,NA,NA,NA,NA
"2388","WAUSHARA","WI",NA,NA,NA,NA,NA
"2389","WAYNE","GA",6.16,9.99,0.15,0.92,NA
"2390","WAYNE","IA",NA,NA,NA,NA,NA
"2391","WAYNE","IL",NA,NA,NA,NA,NA
"2392","WAYNE","IN",3.85,12.18,0.17,0.94,122.98
"2393","WAYNE","KY",NA,NA,NA,NA,NA
"2394","WAYNE","MI",12.99,14.65,0.52,1.53,160.59
"2395","WAYNE","MS",4.9,NA,0.16,0.82,NA
"2396","WAYNE","NC",3.94,10.86,0.17,0.78,134.14
"2397","WAYNE","NE",NA,NA,NA,NA,NA
"2398","WAYNE","NY",6.1,12.99,0.14,1,NA
"2399","WAYNE","OH",6.02,11.32,0.14,1.05,NA
"2400","WAYNE","PA",4.56,9,0.14,0.77,NA
"2401","WAYNE","TN",NA,NA,0.17,0.9,NA
"2402","WEAKLEY","TN",4.76,11.39,0.16,0.82,NA
"2403","WEBB","TX",4.05,11.53,0.23,0.64,160.59
"2404","WEBER","UT",4.82,11.79,0.13,1.41,122.99
"2405","WEBSTER","IA",3.51,9.55,0.14,0.85,136.08
"2406","WEBSTER","LA",5.76,9.51,0.16,0.88,NA
"2407","WEBSTER","MS",NA,NA,0.17,0.88,NA
"2408","WEBSTER","NE",NA,NA,NA,NA,NA
"2409","WEBSTER","WV",NA,NA,NA,NA,NA
"2410","WELD","CO",5.94,10.23,0.1,0.9,103.44
"2411","WELLS","IN",4.55,NA,0.16,0.85,NA
"2412","WELLS","ND",NA,NA,NA,NA,NA
"2413","WEST CARROLL","LA",NA,NA,0.17,0.9,NA
"2414","WEST FELICIANA","LA",NA,NA,NA,NA,NA
"2415","WESTCHESTER","NY",8.96,14.59,0.27,1.35,157.39
"2416","WESTMORELAND","PA",4.77,10.57,0.22,0.85,115.61
"2417","WESTON","WY",NA,NA,NA,NA,NA
"2418","WETZEL","WV",NA,NA,0.17,0.9,NA
"2419","WEXFORD","MI",3.29,10.67,0.14,1.11,NA
"2420","WHARTON","TX",5.07,NA,0.17,0.86,NA
"2421","WHATCOM","WA",3.68,8.09,0.1,0.82,129.81
"2422","WHEATLAND","MT",NA,NA,NA,NA,NA
"2423","WHEELER","TX",NA,NA,NA,NA,NA
"2424","WHITE","AR",2.91,NA,0.11,0.77,146.62
"2425","WHITE","IN",NA,NA,NA,NA,NA
"2426","WHITE","TN",4.35,NA,0.16,0.87,NA
"2427","WHITE PINE","NV",NA,NA,NA,NA,NA
"2428","WHITESIDE","IL",2.64,10.21,0.13,0.69,144.75
"2429","WHITFIELD","GA",3.55,6.28,0.1,0.66,148.01
"2430","WHITLEY","IN",5.12,NA,0.17,0.87,NA
"2431","WHITMAN","WA",NA,NA,NA,NA,NA
"2432","WICHITA","KS",NA,NA,NA,NA,NA
"2433","WICHITA","TX",5.54,14.26,0.16,0.8,121.17
"2434","WICOMICO","MD",NA,NA,NA,NA,NA
"2435","WILBARGER","TX",5.13,NA,0.17,0.88,NA
"2436","WILCOX","AL",NA,NA,0.17,0.9,NA
"2437","WILKES","GA",NA,NA,NA,NA,NA
"2438","WILKES","NC",5.08,NA,0.14,0.81,NA
"2439","WILKIN","MN",NA,NA,NA,NA,NA
"2440","WILKINSON","MS",NA,NA,NA,NA,NA
"2441","WILL","IL",9.66,11.82,0.25,1.11,129.29
"2442","WILLIAMS","ND",NA,NA,NA,NA,NA
"2443","WILLIAMS","OH",4.62,9.71,0.16,0.77,NA
"2444","WILLIAMSBURG","SC",NA,NA,NA,NA,NA
"2445","WILLIAMSON","IL",6.76,15.28,0.14,1.12,131.09
"2446","WILLIAMSON","TN",3.96,7.87,0.14,0.89,165.86
"2447","WILLIAMSON","TX",7.24,10.01,0.24,1.04,162.39
"2448","WILSON","KS",NA,NA,NA,NA,NA
"2449","WILSON","NC",4.11,9.48,0.11,0.64,118.27
"2450","WILSON","TN",3.55,10.09,0.36,0.75,155.35
"2451","WILSON","TX",4.85,NA,0.17,0.84,NA
"2452","WINCHESTER CITY","VA",2.34,10.4,0.11,0.66,119.35
"2453","WINDHAM","CT",4.59,11.43,0.15,1.11,NA
"2454","WINDHAM","VT",3.48,9.69,0.15,0.76,NA
"2455","WINDSOR","VT",NA,NA,NA,NA,NA
"2456","WINKLER","TX",NA,NA,NA,NA,NA
"2457","WINN","LA",NA,NA,0.17,0.88,NA
"2458","WINNEBAGO","IL",5.64,11.4,0.19,0.87,131.75
"2459","WINNEBAGO","WI",5.57,10.73,0.15,0.88,129.51
"2460","WINNESHIEK","IA",NA,NA,NA,NA,NA
"2461","WINONA","MN",7.24,9.65,0.29,0.93,NA
"2462","WINSTON","AL",NA,NA,0.17,0.89,NA
"2463","WINSTON","MS",NA,NA,0.17,0.9,NA
"2464","WISE","TX",4.42,NA,0.14,0.82,145.66
"2465","WISE","VA",4.61,NA,0.16,0.89,NA
"2466","WOOD","OH",4.56,9.67,0.15,0.89,NA
"2467","WOOD","TX",NA,NA,NA,NA,NA
"2468","WOOD","WI",11.31,11.39,0.23,1.6,147.42
"2469","WOOD","WV",3.95,18.85,0.1,0.97,159.53
"2470","WOODBURY","IA",3.69,14.88,0.23,0.86,145.25
"2471","WOODFORD","IL",NA,NA,NA,NA,NA
"2472","WOODFORD","KY",NA,NA,NA,NA,NA
"2473","WOODS","OK",NA,NA,0.17,0.89,NA
"2474","WOODWARD","OK",4.59,9.65,0.16,0.85,NA
"2475","WORCESTER","MA",8.68,10.32,0.32,1.38,168.06
"2476","WORCESTER","MD",NA,NA,NA,NA,NA
"2477","WORTH","GA",NA,NA,NA,NA,NA
"2478","WRIGHT","IA",NA,NA,NA,NA,NA
"2479","WRIGHT","MN",4.53,9.91,0.17,0.81,NA
"2480","WYANDOT","OH",NA,NA,NA,NA,NA
"2481","WYANDOTTE","KS",5.45,21.35,0.24,0.84,117.8
"2482","WYOMING","NY",4.94,NA,0.16,0.89,NA
"2483","WYOMING","PA",5.09,NA,0.17,0.85,NA
"2484","WYTHE","VA",4.67,9.39,0.15,0.75,NA
"2485","YAKIMA","WA",5.58,11.72,0.17,1.09,165.86
"2486","YALOBUSHA","MS",NA,NA,0.17,0.89,NA
"2487","YAMHILL","OR",5.8,NA,0.16,1.01,NA
"2488","YANKTON","SD",4.66,10.41,0.17,0.99,NA
"2489","YATES","NY",NA,NA,NA,NA,NA
"2490","YAUCO","PR",NA,NA,NA,NA,NA
"2491","YAVAPAI","AZ",4.68,8.88,0.2,1.11,117.28
"2492","YAZOO","MS",NA,NA,NA,NA,NA
"2493","YELL","AR",NA,NA,0.17,0.87,NA
"2494","YELLOW MEDICINE","MN",NA,NA,NA,NA,NA
"2495","YELLOWSTONE","MT",5.53,8.42,0.18,1.02,134.24
"2496","YOAKUM","TX",NA,NA,NA,NA,NA
"2497","YOLO","CA",4.28,9.6,0.16,0.97,NA
"2498","YORK","ME",4.72,9.27,0.14,0.89,144.64
"2499","YORK","NE",NA,NA,NA,NA,NA
