"","County.Name","State","Score.Clot","Score.Sepsis","Score.Cath.Infection","Score.Serious.Complication","Score.Death.Complications"
"463","CLINTON","PA",5.14,NA,0.17,0.87,NA
"464","CLOUD","KS",NA,NA,NA,NA,NA
"465","COAHOMA","MS",4.51,9.33,0.14,0.74,NA
"466","COAL","OK",NA,NA,NA,NA,NA
"467","COBB","GA",6.13,11,0.16,1.09,139.65
"468","COCHISE","AZ",6.33,NA,0.14,1.28,144.28
"469","COCHRAN","TX",NA,NA,NA,NA,NA
"470","COCKE","TN",5.16,NA,0.17,0.86,NA
"471","COCONINO","AZ",5.58,10.58,0.28,1.02,104.45
"472","CODINGTON","SD",6.44,11.63,0.16,1.03,124.19
"473","COFFEE","AL",3.3,9.23,0.15,0.77,NA
"474","COFFEE","GA",3.82,9.18,0.25,0.72,138.68
"475","COFFEE","TN",8.91,7.85,0.17,1.16,136.64
"476","COFFEY","KS",4.95,NA,0.17,0.86,NA
"477","COLBERT","AL",4.16,NA,0.16,0.98,135.38
"478","COLE","MO",5.53,9.75,0.14,0.85,180.12
"479","COLEMAN","TX",NA,NA,NA,NA,NA
"480","COLES","IL",4.86,12.14,0.12,0.79,156.93
"481","COLFAX","NE",NA,NA,NA,NA,NA
"482","COLFAX","NM",NA,NA,NA,NA,NA
"483","COLLETON","SC",5.67,NA,0.37,0.9,122.9
"484","COLLIER","FL",5.34,8.48,0.27,0.91,122.82
"485","COLLIN","TX",7.26,11.76,0.17,1.14,157.72
"486","COLLINGSWORTH","TX",NA,NA,NA,NA,NA
"487","COLORADO","TX",6.54,NA,0.16,0.9,NA
"488","COLQUITT","GA",4.96,9.47,0.14,1.02,124.69
"489","COLUMBIA","AR",7.13,NA,0.16,0.96,NA
"490","COLUMBIA","FL",6.56,10.37,0.23,0.93,NA
"491","COLUMBIA","NY",3.75,10.94,0.13,1.07,NA
"492","COLUMBIA","PA",5.46,9.61,0.16,1.11,NA
"493","COLUMBIA","WA",NA,NA,NA,NA,NA
"494","COLUMBIA","WI",6.04,9.94,0.16,1.02,NA
"495","COLUMBIANA","OH",6.58,9.41,0.14,0.97,124.61
"496","COLUMBUS","NC",7.39,10.39,0.13,0.98,140.23
"497","COLUSA","CA",NA,NA,0.17,0.88,NA
"498","COMAL","TX",5.71,NA,0.16,1.01,NA
"499","COMANCHE","KS",NA,NA,NA,NA,NA
"500","COMANCHE","OK",5.1,14.73,0.25,1.08,147.59
"501","COMANCHE","TX",NA,NA,NA,NA,NA
"502","CONCHO","TX",NA,NA,NA,NA,NA
"503","CONCORDIA","LA",NA,NA,NA,NA,NA
"504","CONECUH","AL",NA,NA,0.17,0.96,NA
"505","CONEJOS","CO",NA,NA,NA,NA,NA
"506","CONTRA COSTA","CA",6.51,10.72,0.26,1.04,142.05
"507","CONVERSE","WY",NA,NA,NA,NA,NA
"508","CONWAY","AR",NA,NA,NA,NA,NA
"509","COOK","GA",NA,NA,0.17,0.9,NA
"510","COOK","IL",15.75,15.58,0.43,1.55,173.43
"511","COOK","MN",NA,NA,NA,NA,NA
"512","COOKE","TX",5.61,NA,0.16,0.85,NA
"513","COOPER","MO",NA,NA,0.17,0.9,NA
"514","COOS","NH",NA,NA,NA,NA,NA
"515","COOS","OR",7.14,8.25,0.23,1.37,132.81
"516","COPIAH","MS",NA,NA,NA,NA,NA
"517","CORTLAND","NY",3.9,NA,0.15,0.78,NA
"518","CORYELL","TX",NA,NA,NA,NA,NA
"519","COSHOCTON","OH",4.38,NA,0.15,0.84,NA
"520","COTTONWOOD","MN",NA,NA,NA,NA,NA
"521","COVINGTON","AL",4.57,9.89,0.16,1.02,NA
"522","COVINGTON","MS",NA,NA,NA,NA,NA
"523","COWETA","GA",6.49,9.1,0.13,1.08,115.71
"524","COWLEY","KS",4.74,NA,0.17,1.09,NA
"525","COWLITZ","WA",6.03,9.9,0.12,0.86,147.32
"526","CRAIG","OK",NA,NA,0.16,0.87,NA
"527","CRAIGHEAD","AR",2.88,13.28,0.11,1.03,133.36
"528","CRANE","TX",NA,NA,NA,NA,NA
"529","CRAVEN","NC",3.9,7.12,0.15,0.7,160.75
"530","CRAWFORD","AR",4.87,NA,0.15,0.94,NA
"531","CRAWFORD","IA",NA,NA,NA,NA,NA
"532","CRAWFORD","IL",NA,NA,NA,NA,NA
"533","CRAWFORD","KS",5.28,15.35,0.27,1.1,132.44
"534","CRAWFORD","MI",4.41,9.55,0.15,0.85,NA
"535","CRAWFORD","OH",NA,NA,NA,NA,NA
"536","CRAWFORD","PA",4.19,9.29,0.13,0.89,128.69
"537","CRAWFORD","WI",NA,NA,NA,NA,NA
"538","CREEK","OK",NA,NA,0.17,0.88,NA
"539","CRENSHAW","AL",NA,NA,0.17,0.9,NA
"540","CRISP","GA",5.24,NA,0.16,0.98,NA
"541","CRITTENDEN","KY",4.83,NA,0.17,0.82,NA
"542","CROOK","OR",NA,NA,NA,NA,NA
"543","CROOK","WY",NA,NA,NA,NA,NA
"544","CROSBY","TX",NA,NA,NA,NA,NA
"545","CROSS","AR",NA,NA,NA,NA,NA
"546","CROW WING","MN",4.22,10.13,0.15,1.08,NA
"547","CULBERSON","TX",NA,NA,NA,NA,NA
"548","CULLMAN","AL",2.17,10.14,0.12,0.64,127.02
"549","CULPEPER","VA",3.05,9.53,0.15,0.8,NA
"550","CUMBERLAND","KY",NA,NA,NA,NA,NA
"551","CUMBERLAND","ME",4.68,9.64,0.19,1.35,129.89
"552","CUMBERLAND","NC",4.07,17.23,0.12,0.94,186.37
"553","CUMBERLAND","NJ",4.75,8.47,0.23,1,134.87
"554","CUMBERLAND","PA",4.81,11.01,0.15,0.9,142.71
"555","CUMBERLAND","TN",5.16,9.75,0.22,0.85,130.64
"556","CUMING","NE",NA,NA,NA,NA,NA
"557","CURRY","NM",6.08,10.15,0.15,0.96,NA
"558","CURRY","OR",NA,NA,NA,NA,NA
"559","CUSTER","MT",NA,NA,NA,NA,NA
"560","CUSTER","NE",NA,NA,NA,NA,NA
"561","CUSTER","OK",5.17,NA,0.17,0.94,NA
"562","CUSTER","SD",NA,NA,NA,NA,NA
"563","CUYAHOGA","OH",8.55,14.33,0.28,1.21,143.13
"564","DAKOTA","MN",7.91,10.76,0.25,1.1,121.84
"565","DALE","AL",6.4,9.43,0.16,1.01,NA
"566","DALLAM","TX",NA,NA,NA,NA,NA
"567","DALLAS","AL",3.35,10.56,0.13,0.59,124.09
"568","DALLAS","AR",NA,NA,NA,NA,NA
"569","DALLAS","IA",NA,NA,NA,NA,NA
"570","DALLAS","TX",9.07,15.13,0.34,1.17,175.86
"571","DANE","WI",4.17,9.94,0.49,0.92,120.63
"572","DANIELS","MT",NA,NA,NA,NA,NA
"573","DANVILLE CITY","VA",10.28,9.03,0.21,1.29,142.87
"574","DARE","NC",NA,NA,NA,NA,NA
"575","DARKE","OH",5.61,11.21,0.15,0.81,NA
"576","DARLINGTON","SC",6.14,16.25,0.23,1.02,129.25
"577","DAUPHIN","PA",6.97,11.67,0.13,0.94,121.8
"578","DAVIDSON","NC",7.41,9.69,0.16,1.18,NA
"579","DAVIDSON","TN",6.46,12.02,0.42,1,159.93
"580","DAVIE","NC",NA,NA,NA,NA,NA
"581","DAVIESS","IN",4.44,NA,0.16,0.83,NA
"582","DAVIESS","KY",4.61,10.97,0.22,0.87,152.55
"583","DAVIS","IA",NA,NA,NA,NA,NA
"584","DAVIS","UT",4.25,17.64,0.15,1.42,172.59
"585","DAVISON","SD",3.92,9.86,0.16,0.79,NA
"586","DAWES","NE",NA,NA,NA,NA,NA
"587","DAWSON","MT",NA,NA,NA,NA,NA
"588","DAWSON","NE",NA,NA,NA,NA,NA
"589","DAWSON","TX",NA,NA,0.17,0.94,NA
"590","DAY","SD",NA,NA,NA,NA,NA
"591","DE KALB","AL",4.92,11.78,0.15,0.9,NA
"592","DE KALB","IN",5.74,NA,0.16,0.94,NA
"593","DE SOTO","FL",4.75,NA,0.16,0.81,NA
"594","DE SOTO","LA",5.12,NA,0.17,0.87,NA
"595","DE WITT","TX",5.07,NA,0.17,0.86,NA
"596","DEAF SMITH","TX",NA,NA,0.17,0.88,NA
"597","DEARBORN","IN",4.8,9.46,0.25,0.95,127.66
"598","DECATUR","GA",4.75,NA,0.16,0.81,NA
"599","DECATUR","IA",NA,NA,NA,NA,NA
"600","DECATUR","IN",NA,NA,NA,NA,NA
"601","DECATUR","KS",NA,NA,NA,NA,NA
"602","DECATUR","TN",NA,NA,0.17,0.9,NA
"603","DEER LODGE","MT",NA,NA,NA,NA,NA
"604","DEFIANCE","OH",4.42,NA,0.16,0.9,NA
"605","DEKALB","GA",6.52,11.17,0.27,1.06,141.37
"606","DEKALB","IL",5.85,9.39,0.14,0.79,132.16
"607","DEKALB","TN",4.81,NA,0.17,0.84,NA
"608","DEL NORTE","CA",4.34,NA,0.15,0.88,NA
"609","DELAWARE","IA",NA,NA,NA,NA,NA
"610","DELAWARE","IN",2.35,12.7,0.12,0.69,151.14
"611","DELAWARE","NY",NA,NA,NA,NA,NA
"612","DELAWARE","OH",6.61,11.38,0.15,0.96,NA
"613","DELAWARE","OK",3.86,NA,0.16,0.7,NA
"614","DELAWARE","PA",7.78,11.2,0.68,1.12,158.6
"615","DELTA","CO",4.37,9.52,0.16,0.82,NA
"616","DELTA","MI",NA,NA,NA,NA,NA
"617","DENT","MO",NA,NA,NA,NA,NA
"618","DENTON","TX",9.93,10.84,0.29,1.17,148.11
"619","DENVER","CO",5.94,13.3,0.25,1.18,172.56
"620","DES MOINES","IA",4.97,9.99,0.13,0.94,141.8
"621","DESCHUTES","OR",3.99,9.27,0.16,0.78,152.7
"622","DESHA","AR",NA,NA,NA,NA,NA
"623","DESOTO","MS",7.39,12.69,0.36,0.88,141.49
"624","DEUEL","SD",NA,NA,NA,NA,NA
"625","DEWEY","OK",NA,NA,NA,NA,NA
"626","DEWEY","SD",NA,NA,0.17,0.9,NA
"627","DEWITT","IL",NA,NA,NA,NA,NA
"628","DICKENSON","VA",NA,NA,NA,NA,NA
"629","DICKEY","ND",NA,NA,NA,NA,NA
"630","DICKINSON","IA",4.14,9.53,0.16,0.8,NA
"631","DICKINSON","KS",NA,NA,NA,NA,NA
"632","DICKINSON","MI",6.36,9.41,0.15,0.83,129.9
"633","DICKSON","TN",5.79,9.49,0.14,0.89,NA
"634","DILLINGHAM","AK",NA,NA,NA,NA,NA
"635","DILLON","SC",4.6,NA,0.16,0.8,NA
"636","DIMMIT","TX",NA,NA,0.17,0.89,NA
"637","DISTRICT OF COLUMBIA","DC",10.39,13.07,0.54,1.4,157.27
"638","DIVIDE","ND",NA,NA,NA,NA,NA
"639","DODGE","GA",4.56,NA,0.16,0.91,NA
"640","DODGE","NE",5.34,8.58,0.14,1.12,133.75
"641","DODGE","WI",5.02,9.52,0.29,0.86,NA
"642","DONA ANA","NM",5.16,10.97,0.13,0.88,140.93
"643","DOOR","WI",NA,NA,NA,NA,NA
"644","DOUGHERTY","GA",5.79,10.1,0.16,1,196.12
"645","DOUGLAS","CO",8.05,15.04,0.16,1.01,131.37
"646","DOUGLAS","GA",7.21,9.45,0.23,0.94,116.8
"647","DOUGLAS","KS",2.67,12.55,0.13,0.7,128.47
"648","DOUGLAS","MN",4.77,10.61,0.16,0.98,NA
"649","DOUGLAS","NE",8.48,15.21,0.33,1.16,144.3
"650","DOUGLAS","NV",NA,NA,NA,NA,NA
"651","DOUGLAS","OR",5.14,9.47,0.24,0.91,132.77
"652","DOUGLAS","SD",NA,NA,NA,NA,NA
"653","DOUGLAS","WI",NA,NA,NA,NA,NA
"654","DREW","AR",5.07,NA,0.17,0.84,NA
"655","DUBOIS","IN",2.34,11.81,0.13,0.81,100.68
"656","DUBUQUE","IA",4.44,9.37,0.15,0.85,142.98
"657","DUCHESNE","UT",4.94,NA,0.17,0.85,NA
"658","DUKES","MA",NA,NA,NA,NA,NA
"659","DUNDY","NE",NA,NA,NA,NA,NA
"660","DUNKLIN","MO",4.54,NA,0.16,0.79,NA
"661","DUNN","WI",NA,NA,NA,NA,NA
"662","DUPAGE","IL",12.35,12.56,0.35,1.35,149.31
"663","DUPLIN","NC",5.83,NA,0.15,1.07,NA
"664","DURHAM","NC",6.13,9.37,0.21,0.94,145.52
"665","DUTCHESS","NY",5.91,13.92,0.38,0.85,117.02
"666","DUVAL","FL",6.73,15.17,0.22,1.16,156.41
"667","DYER","TN",6.48,NA,0.15,0.98,NA
"668","EAGLE","CO",6.44,9.61,0.17,0.92,NA
"669","EARLY","GA",NA,NA,NA,NA,NA
"670","EAST BATON ROUGE","LA",7.55,13.96,0.24,1.2,156.32
"671","EAST CARROLL","LA",NA,NA,0.17,0.9,NA
"672","EAST FELICIANA","LA",NA,NA,0.17,0.9,NA
"673","EASTLAND","TX",5.09,NA,0.17,0.84,NA
"674","EATON","MI",NA,NA,NA,NA,NA
"675","EAU CLAIRE","WI",6.89,10.64,0.26,1.06,161.77
"676","ECTOR","TX",5.17,11.36,0.16,1.05,119.33
"677","EDDY","NM",4.86,9.45,0.16,1.05,NA
"678","EDGAR","IL",NA,NA,NA,NA,NA
"679","EDGECOMBE","NC",4.95,14.63,0.14,0.8,135.08
"680","EDGEFIELD","SC",NA,NA,NA,NA,NA
"681","EDMUNDS","SD",NA,NA,NA,NA,NA
"682","EDWARDS","KS",NA,NA,NA,NA,NA
"683","EFFINGHAM","GA",NA,NA,NA,NA,NA
"684","EFFINGHAM","IL",4.36,8.12,0.15,0.76,164.71
"685","EL DORADO","CA",7.42,9.46,0.16,1.05,154.85
"686","EL PASO","CO",4.46,11.11,0.16,1,167.4
"687","EL PASO","TX",9.76,11.94,0.49,1.38,175.03
"688","ELBERT","GA",5.12,NA,0.17,0.88,NA
"689","ELK","PA",NA,NA,NA,NA,NA
"690","ELKHART","IN",4.99,15.85,0.19,0.84,147.73
"691","ELKO","NV",4.32,NA,0.16,0.77,NA
"692","ELLIS","KS",7.7,8.22,0.11,1.17,158.56
"693","ELLIS","OK",NA,NA,0.17,0.89,NA
"694","ELLIS","TX",6.01,9.12,0.16,1.01,NA
"695","ELLSWORTH","KS",NA,NA,NA,NA,NA
"696","ELMORE","AL",4.93,NA,0.16,1.01,NA
"697","ELMORE","ID",NA,NA,NA,NA,NA
"698","EMANUEL","GA",NA,NA,0.17,0.87,NA
"699","EMMET","IA",NA,NA,NA,NA,NA
"700","EMMET","MI",2.5,5.82,0.09,0.62,113.26
"701","EMMONS","ND",NA,NA,NA,NA,NA
"702","EMPORIA CITY","VA",6.14,NA,0.16,0.96,NA
"703","ERATH","TX",5.33,9.88,0.16,0.93,NA
"704","ERIE","NY",8.28,15.26,0.31,1.26,177.28
"705","ERIE","OH",2.68,8.44,0.2,0.65,127.94
"706","ERIE","PA",4.71,9.54,0.14,1.1,150.52
"707","ESCAMBIA","AL",5.78,NA,0.17,1,NA
"708","ESCAMBIA","FL",3.66,13.29,0.17,0.94,172.6
"709","ESSEX","MA",7.02,13.47,0.21,1.09,137.76
"710","ESSEX","NJ",16.24,12.99,0.23,1.52,163.8
"711","ESSEX","NY",NA,NA,NA,NA,NA
"712","ESSEX","VA",3.46,9.77,0.16,0.88,NA
"713","ESTILL","KY",NA,NA,NA,NA,NA
"714","ETOWAH","AL",5.72,13.58,0.13,0.98,133.64
"715","EVANGELINE","LA",4.76,9.13,0.16,0.88,124.63
"716","EVANS","GA",NA,NA,0.17,0.88,NA
"717","FAIRBANKS NORTH STAR","AK",3.53,9.1,0.15,1.03,NA
"718","FAIRFAX","VA",6.36,14.18,0.22,0.92,155.2
"719","FAIRFIELD","CT",11.82,17.67,0.48,1.87,158.01
"720","FAIRFIELD","OH",3.04,7.91,0.12,1.32,135.09
"721","FAIRFIELD","SC",NA,NA,NA,NA,NA
"722","FAJARDO","PR",NA,NA,NA,NA,NA
"723","FALL RIVER","SD",NA,NA,NA,NA,NA
"724","FALLON","MT",NA,NA,NA,NA,NA
"725","FALLS","TX",NA,NA,0.17,0.9,NA
"726","FANNIN","GA",4.44,NA,0.16,0.87,NA
"727","FANNIN","TX",NA,NA,NA,NA,NA
"728","FARIBAULT","MN",NA,NA,NA,NA,NA
"729","FAULK","SD",NA,NA,NA,NA,NA
"730","FAULKNER","AR",3.69,7.81,0.11,0.71,164.99
"731","FAUQUIER","VA",8.22,9.32,0.25,1.13,136.98
"732","FAYETTE","AL",4.94,NA,0.16,0.89,NA
"733","FAYETTE","GA",6.23,7.26,0.19,1.04,104.21
"734","FAYETTE","IA",NA,NA,NA,NA,NA
"735","FAYETTE","IL",NA,NA,NA,NA,NA
"736","FAYETTE","IN",4.77,NA,0.16,0.81,NA
"737","FAYETTE","KY",7.34,12.44,0.29,1.01,151.02
"738","FAYETTE","OH",NA,NA,NA,NA,NA
"739","FAYETTE","PA",4.87,8.98,0.16,0.82,NA
"740","FAYETTE","TX",3.7,9.87,0.16,0.84,NA
"741","FAYETTE","WV",NA,NA,NA,NA,NA
"742","FENTRESS","TN",NA,NA,0.16,0.94,NA
"743","FERGUS","MT",NA,NA,NA,NA,NA
"744","FERRY","WA",NA,NA,NA,NA,NA
"745","FILLMORE","NE",NA,NA,NA,NA,NA
"746","FINNEY","KS",3.46,8,0.14,0.84,NA
"747","FISHER","TX",NA,NA,NA,NA,NA
"748","FLAGLER","FL",3.05,9.01,0.12,0.77,135.55
"749","FLATHEAD","MT",4.1,9.3,0.17,0.96,129.04
"750","FLEMING","KY",4.92,NA,0.17,0.85,NA
"751","FLORENCE","SC",7.96,12.83,0.17,1.17,164.86
"752","FLOYD","GA",5.08,10.97,0.18,0.79,168.86
"753","FLOYD","IA",NA,NA,NA,NA,NA
"754","FLOYD","IN",6.65,9.06,0.17,1.32,132.14
"755","FLOYD","KY",5,9.93,0.15,0.82,NA
"756","FLOYD","TX",NA,NA,NA,NA,NA
"757","FOND DU LAC","WI",5.9,9.93,0.15,1.01,167.72
"758","FORD","IL",NA,NA,NA,NA,NA
"759","FORD","KS",5.75,10.82,0.28,0.94,NA
"760","FORREST","MS",4.34,13.62,0.2,0.91,179.79
"761","FORSYTH","GA",3.6,11.02,0.36,0.69,149.37
"762","FORSYTH","NC",5.31,12.98,0.3,0.98,155.35
"763","FORT BEND","TX",6.81,13.88,0.25,1.08,151.06
"764","FOSTER","ND",NA,NA,NA,NA,NA
"765","FRANKLIN","AL",7.14,9.11,0.15,0.91,NA
"766","FRANKLIN","AR",NA,NA,NA,NA,NA
"767","FRANKLIN","FL",NA,NA,NA,NA,NA
"768","FRANKLIN","GA",4.35,NA,0.16,0.7,NA
"769","FRANKLIN","IA",NA,NA,NA,NA,NA
"770","FRANKLIN","ID",NA,NA,NA,NA,NA
"771","FRANKLIN","IL",NA,NA,NA,NA,NA
"772","FRANKLIN","KS",4.02,NA,0.17,0.76,NA
"773","FRANKLIN","KY",3.38,12.28,0.14,0.65,NA
"774","FRANKLIN","LA",NA,NA,0.17,0.96,NA
"775","FRANKLIN","MA",6.28,9.46,0.13,0.89,NA
"776","FRANKLIN","ME",4.1,9.76,0.15,0.79,NA
"777","FRANKLIN","MO",2.82,9.47,0.13,0.64,133.89
"778","FRANKLIN","MS",NA,NA,NA,NA,NA
"779","FRANKLIN","NE",NA,NA,NA,NA,NA
"780","FRANKLIN","NY",6.17,11.35,0.16,1.02,NA
"781","FRANKLIN","OH",7.03,16.36,0.41,1.21,172.07
"782","FRANKLIN","PA",7.69,11.36,0.15,0.86,123.59
"783","FRANKLIN","TN",5.38,8.94,0.14,0.98,123.37
"784","FRANKLIN","VA",5.9,NA,0.16,1,NA
"785","FRANKLIN","VT",5.96,11.36,0.15,0.97,NA
"786","FRANKLIN","WA",NA,NA,NA,NA,NA
"787","FRANKLIN CITY","VA",5.18,9.59,0.15,0.81,NA
"788","FREDERICK","MD",NA,NA,NA,NA,NA
"789","FREDERICKSBURG CITY","VA",5.13,13.01,0.4,0.99,116.66
"790","FREEBORN","MN",4.08,9.51,0.15,0.86,NA
"791","FREESTONE","TX",NA,NA,0.17,0.9,NA
"792","FREMONT","CO",3.89,9.79,0.16,0.71,NA
"793","FREMONT","IA",NA,NA,NA,NA,NA
"794","FREMONT","WY",5.09,13.04,0.16,0.95,NA
"795","FRESNO","CA",5.13,12.75,0.33,1.05,171.22
"796","FRIO","TX",NA,NA,0.17,0.9,NA
"797","FULTON","AR",NA,NA,NA,NA,NA
"798","FULTON","GA",10.98,11.33,0.38,1.55,154.34
"799","FULTON","IL",3.79,9.48,0.28,0.86,NA
"800","FULTON","IN",NA,NA,NA,NA,NA
"801","FULTON","NY",5.8,NA,0.16,0.92,NA
"802","FULTON","OH",NA,NA,NA,NA,NA
"803","FULTON","PA",NA,NA,NA,NA,NA
"804","FURNAS","NE",NA,NA,NA,NA,NA
"805","GADSDEN","FL",NA,NA,NA,NA,NA
"806","GAGE","NE",NA,NA,NA,NA,NA
"807","GAINES","TX",NA,NA,NA,NA,NA
"808","GALAX CITY","VA",5.08,9.29,0.14,0.87,NA
"809","GALLATIN","MT",4.82,11.49,0.37,1.28,130.97
"810","GALLIA","OH",4.02,10.62,0.14,1.12,123.66
"811","GALVESTON","TX",4.78,11.03,0.17,0.93,157.82
"812","GARDEN","NE",NA,NA,NA,NA,NA
"813","GARFIELD","CO",7.97,9.12,0.16,1.02,NA
"814","GARFIELD","MT",NA,NA,NA,NA,NA
"815","GARFIELD","OK",4.42,10.07,0.14,0.79,139.48
"816","GARFIELD","UT",NA,NA,0.17,0.9,NA
"817","GARFIELD","WA",NA,NA,NA,NA,NA
"818","GARLAND","AR",5.2,13.1,0.22,0.92,178.04
"819","GARRETT","MD",NA,NA,NA,NA,NA
"820","GARVIN","OK",NA,NA,0.17,0.9,NA
"821","GASCONADE","MO",NA,NA,NA,NA,NA
"822","GASTON","NC",3.41,7.46,0.23,0.6,126.06
"823","GEARY","KS",4.25,NA,0.16,0.85,NA
"824","GEAUGA","OH",5.15,8.84,0.13,0.7,117.75
"825","GEM","ID",NA,NA,NA,NA,NA
"826","GENESEE","MI",9.01,26.27,0.43,1.49,139.85
"827","GENESEE","NY",3.92,9.83,0.15,0.77,NA
"828","GENEVA","AL",4.93,NA,0.16,0.89,NA
"829","GENTRY","MO",NA,NA,NA,NA,NA
"830","GEORGE","MS",4.92,NA,0.16,0.86,NA
"831","GEORGETOWN","SC",4.17,8.62,0.25,0.93,140.53
"832","GIBSON","IN",NA,NA,NA,NA,NA
"833","GIBSON","TN",4.66,NA,0.17,0.78,NA
"834","GILA","AZ",3.59,9.21,0.15,0.9,NA
"835","GILES","TN",6.05,NA,0.16,0.9,NA
"836","GILES","VA",NA,NA,NA,NA,NA
"837","GILLESPIE","TX",2.51,9.11,0.14,0.67,NA
"838","GILMER","GA",5.82,NA,0.17,0.89,NA
"839","GLACIER","MT",NA,NA,0.17,0.89,NA
"840","GLADWIN","MI",NA,NA,NA,NA,NA
"841","GLENN","CA",NA,NA,NA,NA,NA
"842","GLOUCESTER","NJ",3.66,9.79,0.19,0.81,151.66
"843","GLOUCESTER","VA",4.71,NA,0.15,0.74,NA
"844","GLYNN","GA",7.66,11.06,0.18,1.02,140.4
"845","GOGEBIC","MI",NA,NA,NA,NA,NA
"846","GONZALES","TX",4.73,NA,0.17,0.83,NA
"847","GOODHUE","MN",5.08,NA,0.17,0.82,NA
"848","GOODING","ID",NA,NA,NA,NA,NA
"849","GORDON","GA",3.23,9.64,0.14,0.61,NA
"850","GOSHEN","WY",NA,NA,NA,NA,NA
"851","GOVE","KS",NA,NA,NA,NA,NA
"852","GRADY","GA",6.16,NA,0.16,0.98,NA
"853","GRADY","OK",4.35,NA,0.16,0.94,NA
"854","GRAFTON","NH",7.39,11.62,0.44,1.3,152.04
"855","GRAHAM","AZ",4.29,NA,0.17,0.93,NA
"856","GRAHAM","KS",NA,NA,NA,NA,NA
"857","GRAND","CO",NA,NA,NA,NA,NA
"858","GRAND","UT",NA,NA,NA,NA,NA
"859","GRAND FORKS","ND",5.54,10.51,0.1,0.86,136.09
"860","GRAND TRAVERSE","MI",3.37,13.13,0.06,1.08,115.53
"861","GRANITE","MT",NA,NA,NA,NA,NA
"862","GRANT","IN",4,10.2,0.14,0.9,135.46
"863","GRANT","KS",NA,NA,0.17,0.88,NA
"864","GRANT","KY",NA,NA,NA,NA,NA
"865","GRANT","MN",NA,NA,NA,NA,NA
"866","GRANT","ND",NA,NA,NA,NA,NA
"867","GRANT","NM",4.93,9.38,0.16,0.82,NA
"868","GRANT","OR",NA,NA,NA,NA,NA
"869","GRANT","SD",NA,NA,NA,NA,NA
"870","GRANT","WA",5.04,9.83,0.27,0.92,NA
"871","GRANT","WI",NA,NA,NA,NA,NA
"872","GRANT","WV",NA,NA,NA,NA,NA
"873","GRANVILLE","NC",5.06,NA,0.15,0.95,134.39
"874","GRATIOT","MI",5.55,9.32,0.15,0.89,NA
"875","GRAVES","KY",4.16,NA,0.14,0.76,NA
"876","GRAY","TX",4.59,9.66,0.15,0.81,NA
"877","GRAYS HARBOR","WA",3.8,11.28,0.13,1.13,NA
"878","GRAYSON","KY",3.93,9.75,0.15,0.75,NA
"879","GRAYSON","TX",8.43,11.16,0.17,1.21,138.28
"880","GREELEY","KS",NA,NA,NA,NA,NA
"881","GREEN","KY",NA,NA,NA,NA,NA
"882","GREEN","WI",4.23,9.2,0.13,0.97,145.44
"883","GREEN LAKE","WI",NA,NA,NA,NA,NA
"884","GREENBRIER","WV",3.77,9.63,0.15,0.73,NA
"885","GREENE","AL",NA,NA,0.17,0.9,NA
"886","GREENE","AR",4.28,NA,0.14,0.81,NA
"887","GREENE","GA",NA,NA,NA,NA,NA
"888","GREENE","IA",NA,NA,NA,NA,NA
"889","GREENE","IL",NA,NA,NA,NA,NA
"890","GREENE","IN",NA,NA,NA,NA,NA
"891","GREENE","MO",6.2,18.41,0.17,0.93,150.5
"892","GREENE","MS",NA,NA,NA,NA,NA
"893","GREENE","OH",7.03,11.39,0.16,0.92,NA
"894","GREENE","PA",4.97,NA,0.17,0.86,NA
"895","GREENE","TN",7.58,9.48,0.15,1.09,135.88
"896","GREENVILLE","SC",4.89,12.7,0.27,0.91,165.62
"897","GREENWOOD","KS",NA,NA,NA,NA,NA
"898","GREENWOOD","SC",7.76,11.44,0.1,1.06,166.71
"899","GREER","OK",NA,NA,NA,NA,NA
"900","GREGG","TX",3.22,16.46,0.2,0.9,134.33
"901","GREGORY","SD",NA,NA,NA,NA,NA
"902","GRENADA","MS",4.26,11.05,0.15,1.06,NA
"903","GRIGGS","ND",NA,NA,NA,NA,NA
"904","GRIMES","TX",NA,NA,NA,NA,NA
"905","GRUNDY","IA",NA,NA,NA,NA,NA
"906","GRUNDY","IL",5.62,NA,0.13,0.8,122.69
"907","GRUNDY","MO",NA,NA,NA,NA,NA
"908","GUADALUPE","NM",NA,NA,0.17,0.9,NA
"909","GUADALUPE","TX",3.32,NA,0.14,0.73,NA
"910","GUAYANILLA","PR",NA,NA,NA,NA,NA
"911","GUAYNABO","PR",NA,NA,NA,NA,NA
"912","GUERNSEY","OH",5.79,12.51,0.14,1.05,142.07
"913","GUILFORD","NC",4.8,9.55,0.12,0.76,147.24
"914","GULF","FL",NA,NA,0.17,0.95,NA
"915","GUNNISON","CO",NA,NA,NA,NA,NA
"916","GUTHRIE","IA",NA,NA,NA,NA,NA
"917","GWINNETT","GA",6.19,8.67,0.14,0.93,134.11
"918","HAAKON","SD",NA,NA,NA,NA,NA
"919","HABERSHAM","GA",3.75,13.07,0.15,0.96,NA
"920","HALE","AL",NA,NA,0.17,0.89,NA
"921","HALE","TX",3.55,11.44,0.16,0.78,NA
"922","HALIFAX","NC",4.5,9.4,0.14,0.83,NA
"923","HALIFAX","VA",6.19,9.11,0.12,0.93,139.59
"924","HALL","GA",5.24,6.74,0.11,0.86,126.01
